t,y,vy,ay
161.311,,,
161.333,,,
161.354,,,
161.375,,,
161.397,,,
161.418,,,
161.439,,,
161.461,-15.73,0.000,1.761E-2
161.482,,,
161.503,,,
161.525,,,
161.546,,,
161.567,,,
161.589,,,
161.610,,,
161.632,,,
161.653,,,
161.674,,,
161.696,,,
161.717,,,
161.738,,,
161.760,,,
161.781,,,
161.802,,,
161.824,,,
161.845,,,
161.866,,,
161.888,,,
161.909,,,
161.931,,,
161.952,,,
161.973,,,
161.995,,,
162.016,,,
162.037,,,
162.059,,,
162.080,,,
162.101,,,
162.123,,,
162.144,,,
162.165,,,
162.187,,,
162.208,,,
162.230,,,
162.251,,,
162.272,,,
162.294,,,
162.315,-15.73,0.000,0.000
162.336,,,
162.358,,,
162.379,,,
162.400,,,
162.422,,,
162.443,,,
162.464,,,
162.486,,,
162.507,,,
162.529,,,
162.550,,,
162.571,,,
162.593,,,
162.614,,,
162.635,,,
162.657,,,
162.678,,,
162.699,,,
162.721,,,
162.742,,,
162.763,,,
162.785,,,
162.806,,,
162.828,,,
162.849,,,
162.870,,,
162.892,,,
162.913,,,
162.934,,,
162.956,,,
162.977,,,
162.998,,,
163.020,,,
163.041,,,
163.062,,,
163.084,,,
163.105,,,
163.127,,,
163.148,,,
163.169,-15.73,0.000,-2.803E-2
163.191,,,
163.212,,,
163.233,,,
163.255,,,
163.276,,,
163.297,,,
163.319,,,
163.340,,,
163.361,,,
163.383,,,
163.404,,,
163.426,,,
163.447,,,
163.468,,,
163.490,,,
163.511,,,
163.532,,,
163.554,,,
163.575,,,
163.596,,,
163.618,,,
163.639,,,
163.660,,,
163.682,,,
163.703,,,
163.725,,,
163.746,,,
163.767,,,
163.789,,,
163.810,,,
163.831,,,
163.853,,,
163.874,,,
163.895,,,
163.917,,,
163.938,,,
163.959,,,
163.981,,,
164.002,,,
164.024,-15.73,-4.120E-2,-1.356E-2
164.045,,,
164.066,,,
164.088,,,
164.109,,,
164.130,,,
164.152,,,
164.173,,,
164.194,,,
164.216,,,
164.237,,,
164.258,,,
164.280,,,
164.301,,,
164.323,,,
164.344,,,
164.365,,,
164.387,,,
164.408,,,
164.429,,,
164.451,,,
164.472,,,
164.493,,,
164.515,,,
164.536,,,
164.557,,,
164.579,,,
164.600,,,
164.622,,,
164.643,,,
164.664,,,
164.686,,,
164.707,,,
164.728,,,
164.750,,,
164.771,,,
164.792,,,
164.814,,,
164.835,,,
164.856,,,
164.878,-15.80,-3.979E-2,1.349E-2
164.899,,,
164.921,,,
164.942,,,
164.963,,,
164.985,,,
165.006,,,
165.027,,,
165.049,,,
165.070,,,
165.091,,,
165.113,,,
165.134,,,
165.155,,,
165.177,,,
165.198,,,
165.220,,,
165.241,,,
165.262,,,
165.284,,,
165.305,,,
165.326,,,
165.348,,,
165.369,,,
165.390,,,
165.412,,,
165.433,,,
165.454,,,
165.476,,,
165.497,,,
165.519,,,
165.540,,,
165.561,,,
165.583,,,
165.604,,,
165.625,,,
165.647,,,
165.668,,,
165.689,,,
165.711,,,
165.732,-15.80,0.000,2.626E-2
165.753,,,
165.775,,,
165.796,,,
165.818,,,
165.839,,,
165.860,,,
165.882,,,
165.903,,,
165.924,,,
165.946,,,
165.967,,,
165.988,,,
166.010,,,
166.031,,,
166.052,,,
166.074,,,
166.095,,,
166.117,,,
166.138,,,
166.159,,,
166.181,,,
166.202,,,
166.223,,,
166.245,,,
166.266,,,
166.287,,,
166.309,,,
166.330,,,
166.351,,,
166.373,,,
166.394,,,
166.416,,,
166.437,,,
166.458,,,
166.480,,,
166.501,,,
166.522,,,
166.544,,,
166.565,,,
166.586,-15.80,0.000,0.000
166.608,,,
166.629,,,
166.650,,,
166.672,,,
166.693,,,
166.715,,,
166.736,,,
166.757,,,
166.779,,,
166.800,,,
166.821,,,
166.843,,,
166.864,,,
166.885,,,
166.907,,,
166.928,,,
166.949,,,
166.971,,,
166.992,,,
167.014,,,
167.035,,,
167.056,,,
167.078,,,
167.099,,,
167.120,,,
167.142,,,
167.163,,,
167.184,,,
167.206,,,
167.227,,,
167.248,,,
167.270,,,
167.291,,,
167.313,,,
167.334,,,
167.355,,,
167.377,,,
167.398,,,
167.419,,,
167.441,-15.80,0.000,0.000
167.462,,,
167.483,,,
167.505,,,
167.526,,,
167.547,,,
167.569,,,
167.590,,,
167.612,,,
167.633,,,
167.654,,,
167.676,,,
167.697,,,
167.718,,,
167.740,,,
167.761,,,
167.782,,,
167.804,,,
167.825,,,
167.846,,,
167.868,,,
167.889,,,
167.911,,,
167.932,,,
167.953,,,
167.975,,,
167.996,,,
168.017,,,
168.039,,,
168.060,,,
168.081,,,
168.103,,,
168.124,,,
168.145,,,
168.167,,,
168.188,,,
168.210,,,
168.231,,,
168.252,,,
168.274,,,
168.295,-15.80,0.000,-1.746E-2
168.316,,,
168.338,,,
168.359,,,
168.380,,,
168.402,,,
168.423,,,
168.444,,,
168.466,,,
168.487,,,
168.509,,,
168.530,,,
168.551,,,
168.573,,,
168.594,,,
168.615,,,
168.637,,,
168.658,,,
168.679,,,
168.701,,,
168.722,,,
168.743,,,
168.765,,,
168.786,,,
168.808,,,
168.829,,,
168.850,,,
168.872,,,
168.893,,,
168.914,,,
168.936,,,
168.957,,,
168.978,,,
169.000,,,
169.021,,,
169.042,,,
169.064,,,
169.085,,,
169.107,,,
169.128,,,
169.149,-15.80,-2.684E-2,-4.408E-2
169.171,,,
169.192,,,
169.213,,,
169.235,,,
169.256,,,
169.277,,,
169.299,,,
169.320,,,
169.341,,,
169.363,,,
169.384,,,
169.406,,,
169.427,,,
169.448,,,
169.470,,,
169.491,,,
169.512,,,
169.534,,,
169.555,,,
169.576,,,
169.598,,,
169.619,,,
169.640,,,
169.662,,,
169.683,,,
169.705,,,
169.726,,,
169.747,,,
169.769,,,
169.790,,,
169.811,,,
169.833,,,
169.854,,,
169.875,,,
169.897,,,
169.918,,,
169.939,,,
169.961,,,
169.982,,,
170.004,-15.85,-8.045E-2,-2.635E-2
170.025,,,
170.046,,,
170.068,,,
170.089,,,
170.110,,,
170.132,,,
170.153,,,
170.174,,,
170.196,,,
170.217,,,
170.238,,,
170.260,,,
170.281,,,
170.303,,,
170.324,,,
170.345,,,
170.367,,,
170.388,,,
170.409,,,
170.431,,,
170.452,,,
170.473,,,
170.495,,,
170.516,,,
170.537,,,
170.559,,,
170.580,,,
170.602,,,
170.623,,,
170.644,,,
170.666,,,
170.687,,,
170.708,,,
170.730,,,
170.751,,,
170.772,,,
170.794,,,
170.815,,,
170.836,,,
170.858,-15.94,-8.006E-2,-8.858E-3
170.879,,,
170.901,,,
170.922,,,
170.943,,,
170.965,,,
170.986,,,
171.007,,,
171.029,,,
171.050,,,
171.071,,,
171.093,,,
171.114,,,
171.135,,,
171.157,,,
171.178,,,
171.200,,,
171.221,,,
171.242,,,
171.264,,,
171.285,,,
171.306,,,
171.328,,,
171.349,,,
171.370,,,
171.392,,,
171.413,,,
171.434,,,
171.456,,,
171.477,,,
171.499,,,
171.520,,,
171.541,,,
171.563,,,
171.584,,,
171.605,,,
171.627,,,
171.648,,,
171.669,,,
171.691,,,
171.712,-15.99,-8.084E-2,0.000
171.733,,,
171.755,,,
171.776,,,
171.798,,,
171.819,,,
171.840,,,
171.862,,,
171.883,,,
171.904,,,
171.926,,,
171.947,,,
171.968,,,
171.990,,,
172.011,,,
172.032,,,
172.054,,,
172.075,,,
172.097,,,
172.118,,,
172.139,,,
172.161,,,
172.182,,,
172.203,,,
172.225,,,
172.246,,,
172.267,,,
172.289,,,
172.310,,,
172.331,,,
172.353,,,
172.374,,,
172.396,,,
172.417,,,
172.438,,,
172.460,,,
172.481,,,
172.502,,,
172.524,,,
172.545,,,
172.566,-16.08,-9.467E-2,-1.324E-2
172.588,,,
172.609,,,
172.630,,,
172.652,,,
172.673,,,
172.695,,,
172.716,,,
172.737,,,
172.759,,,
172.780,,,
172.801,,,
172.823,,,
172.844,,,
172.865,,,
172.887,,,
172.908,,,
172.929,,,
172.951,,,
172.972,,,
172.994,,,
173.015,,,
173.036,,,
173.058,,,
173.079,,,
173.100,,,
173.122,,,
173.143,,,
173.164,,,
173.186,,,
173.207,,,
173.228,,,
173.250,,,
173.271,,,
173.293,,,
173.314,,,
173.335,,,
173.357,,,
173.378,,,
173.399,,,
173.421,-16.15,-9.372E-2,-4.422E-3
173.442,,,
173.463,,,
173.485,,,
173.506,,,
173.527,,,
173.549,,,
173.570,,,
173.592,,,
173.613,,,
173.634,,,
173.656,,,
173.677,,,
173.698,,,
173.720,,,
173.741,,,
173.762,,,
173.784,,,
173.805,,,
173.826,,,
173.848,,,
173.869,,,
173.891,,,
173.912,,,
173.933,,,
173.955,,,
173.976,,,
173.997,,,
174.019,,,
174.040,,,
174.061,,,
174.083,,,
174.104,,,
174.126,,,
174.147,,,
174.168,,,
174.190,,,
174.211,,,
174.232,,,
174.254,,,
174.275,-16.25,-0.108,0.000
174.296,,,
174.318,,,
174.339,,,
174.360,,,
174.382,,,
174.403,,,
174.425,,,
174.446,,,
174.467,,,
174.489,,,
174.510,,,
174.531,,,
174.553,,,
174.574,,,
174.595,,,
174.617,,,
174.638,,,
174.659,,,
174.681,,,
174.702,,,
174.724,,,
174.745,,,
174.766,,,
174.788,,,
174.809,,,
174.830,,,
174.852,,,
174.873,,,
174.894,,,
174.916,,,
174.937,,,
174.958,,,
174.980,,,
175.001,,,
175.023,,,
175.044,,,
175.065,,,
175.087,,,
175.108,,,
175.129,-16.34,-9.555E-2,2.238E-2
175.151,,,
175.172,,,
175.193,,,
175.215,,,
175.236,,,
175.257,,,
175.279,,,
175.300,,,
175.322,,,
175.343,,,
175.364,,,
175.386,,,
175.407,,,
175.428,,,
175.450,,,
175.471,,,
175.492,,,
175.514,,,
175.535,,,
175.556,,,
175.578,,,
175.599,,,
175.621,,,
175.642,,,
175.663,,,
175.685,,,
175.706,,,
175.727,,,
175.749,,,
175.770,,,
175.791,,,
175.813,,,
175.834,,,
175.855,,,
175.877,,,
175.898,,,
175.920,,,
175.941,,,
175.962,,,
175.984,-16.41,-6.752E-2,3.226E-2
176.005,,,
176.026,,,
176.048,,,
176.069,,,
176.090,,,
176.112,,,
176.133,,,
176.154,,,
176.176,,,
176.197,,,
176.219,,,
176.240,,,
176.261,,,
176.283,,,
176.304,,,
176.325,,,
176.347,,,
176.368,,,
176.389,,,
176.411,,,
176.432,,,
176.453,,,
176.475,,,
176.496,,,
176.518,,,
176.539,,,
176.560,,,
176.582,,,
176.603,,,
176.624,,,
176.646,,,
176.667,,,
176.688,,,
176.710,,,
176.731,,,
176.752,,,
176.774,,,
176.795,,,
176.817,,,
176.838,-16.46,-4.119E-2,4.544E-3
176.859,,,
176.881,,,
176.902,,,
176.923,,,
176.945,,,
176.966,,,
176.987,,,
177.009,,,
177.030,,,
177.051,,,
177.073,,,
177.094,,,
177.116,,,
177.137,,,
177.158,,,
177.180,,,
177.201,,,
177.222,,,
177.244,,,
177.265,,,
177.286,,,
177.308,,,
177.329,,,
177.350,,,
177.372,,,
177.393,,,
177.415,,,
177.436,,,
177.457,,,
177.479,,,
177.500,,,
177.521,,,
177.543,,,
177.564,,,
177.585,,,
177.607,,,
177.628,,,
177.649,,,
177.671,,,
177.692,-16.48,-5.522E-2,-6.690E-5
177.714,,,
177.735,,,
177.756,,,
177.778,,,
177.799,,,
177.820,,,
177.842,,,
177.863,,,
177.884,,,
177.906,,,
177.927,,,
177.948,,,
177.970,,,
177.991,,,
178.013,,,
178.034,,,
178.055,,,
178.077,,,
178.098,,,
178.119,,,
178.141,,,
178.162,,,
178.183,,,
178.205,,,
178.226,,,
178.247,,,
178.269,,,
178.290,,,
178.312,,,
178.333,,,
178.354,,,
178.376,,,
178.397,,,
178.418,,,
178.440,,,
178.461,,,
178.482,,,
178.504,,,
178.525,,,
178.546,-16.55,-5.353E-2,9.173E-3
178.568,,,
178.589,,,
178.611,,,
178.632,,,
178.653,,,
178.675,,,
178.696,,,
178.717,,,
178.739,,,
178.760,,,
178.781,,,
178.803,,,
178.824,,,
178.845,,,
178.867,,,
178.888,,,
178.910,,,
178.931,,,
178.952,,,
178.974,,,
178.995,,,
179.016,,,
179.038,,,
179.059,,,
179.080,,,
179.102,,,
179.123,,,
179.144,,,
179.166,,,
179.187,,,
179.209,,,
179.230,,,
179.251,,,
179.273,,,
179.294,,,
179.315,,,
179.337,,,
179.358,,,
179.379,,,
179.401,-16.57,-2.710E-2,1.812E-2
179.422,,,
179.443,,,
179.465,,,
179.486,,,
179.508,,,
179.529,,,
179.550,,,
179.572,,,
179.593,,,
179.614,,,
179.636,,,
179.657,,,
179.678,,,
179.700,,,
179.721,,,
179.742,,,
179.764,,,
179.785,,,
179.807,,,
179.828,,,
179.849,,,
179.871,,,
179.892,,,
179.913,,,
179.935,,,
179.956,,,
179.977,,,
179.999,,,
180.020,,,
180.041,,,
180.063,,,
180.084,,,
180.106,,,
180.127,,,
180.148,,,
180.170,,,
180.191,,,
180.212,,,
180.234,,,
180.255,-16.60,-2.761E-2,0.000
180.276,,,
180.298,,,
180.319,,,
180.340,,,
180.362,,,
180.383,,,
180.405,,,
180.426,,,
180.447,,,
180.469,,,
180.490,,,
180.511,,,
180.533,,,
180.554,,,
180.575,,,
180.597,,,
180.618,,,
180.639,,,
180.661,,,
180.682,,,
180.704,,,
180.725,,,
180.746,,,
180.768,,,
180.789,,,
180.810,,,
180.832,,,
180.853,,,
180.874,,,
180.896,,,
180.917,,,
180.938,,,
180.960,,,
180.981,,,
181.003,,,
181.024,,,
181.045,,,
181.067,,,
181.088,,,
181.109,-16.62,-2.764E-2,9.523E-3
181.131,,,
181.152,,,
181.173,,,
181.195,,,
181.216,,,
181.237,,,
181.259,,,
181.280,,,
181.302,,,
181.323,,,
181.344,,,
181.366,,,
181.387,,,
181.408,,,
181.430,,,
181.451,,,
181.472,,,
181.494,,,
181.515,,,
181.536,,,
181.558,,,
181.579,,,
181.601,,,
181.622,,,
181.643,,,
181.665,,,
181.686,,,
181.707,,,
181.729,,,
181.750,,,
181.771,,,
181.793,,,
181.814,,,
181.835,,,
181.857,,,
181.878,,,
181.900,,,
181.921,,,
181.942,,,
181.964,-16.64,-1.407E-2,4.664E-3
181.985,,,
182.006,,,
182.028,,,
182.049,,,
182.070,,,
182.092,,,
182.113,,,
182.134,,,
182.156,,,
182.177,,,
182.199,,,
182.220,,,
182.241,,,
182.263,,,
182.284,,,
182.305,,,
182.327,,,
182.348,,,
182.369,,,
182.391,,,
182.412,,,
182.433,,,
182.455,,,
182.476,,,
182.498,,,
182.519,,,
182.540,,,
182.562,,,
182.583,,,
182.604,,,
182.626,,,
182.647,,,
182.668,,,
182.690,,,
182.711,,,
182.732,,,
182.754,,,
182.775,,,
182.797,,,
182.818,-16.64,-1.376E-2,-1.373E-2
182.839,,,
182.861,,,
182.882,,,
182.903,,,
182.925,,,
182.946,,,
182.967,,,
182.989,,,
183.010,,,
183.031,,,
183.053,,,
183.074,,,
183.096,,,
183.117,,,
183.138,,,
183.160,,,
183.181,,,
183.202,,,
183.224,,,
183.245,,,
183.266,,,
183.288,,,
183.309,,,
183.330,,,
183.352,,,
183.373,,,
183.395,,,
183.416,,,
183.437,,,
183.459,,,
183.480,,,
183.501,,,
183.523,,,
183.544,,,
183.565,,,
183.587,,,
183.608,,,
183.629,,,
183.651,,,
183.672,-16.67,-3.984E-2,-3.179E-2
183.694,,,
183.715,,,
183.736,,,
183.758,,,
183.779,,,
183.800,,,
183.822,,,
183.843,,,
183.864,,,
183.886,,,
183.907,,,
183.928,,,
183.950,,,
183.971,,,
183.993,,,
184.014,,,
184.035,,,
184.057,,,
184.078,,,
184.099,,,
184.121,,,
184.142,,,
184.163,,,
184.185,,,
184.206,,,
184.227,,,
184.249,,,
184.270,,,
184.292,,,
184.313,,,
184.334,,,
184.356,,,
184.377,,,
184.398,,,
184.420,,,
184.441,,,
184.462,,,
184.484,,,
184.505,,,
184.526,-16.71,-6.731E-2,4.515E-3
184.548,,,
184.569,,,
184.591,,,
184.612,,,
184.633,,,
184.655,,,
184.676,,,
184.697,,,
184.719,,,
184.740,,,
184.761,,,
184.783,,,
184.804,,,
184.825,,,
184.847,,,
184.868,,,
184.890,,,
184.911,,,
184.932,,,
184.954,,,
184.975,,,
184.996,,,
185.018,,,
185.039,,,
185.060,,,
185.082,,,
185.103,,,
185.124,,,
185.146,,,
185.167,,,
185.189,,,
185.210,,,
185.231,,,
185.253,,,
185.274,,,
185.295,,,
185.317,,,
185.338,,,
185.359,,,
185.381,-16.78,-4.140E-2,3.212E-2
185.402,,,
185.423,,,
185.445,,,
185.466,,,
185.488,,,
185.509,,,
185.530,,,
185.552,,,
185.573,,,
185.594,,,
185.616,,,
185.637,,,
185.658,,,
185.680,,,
185.701,,,
185.722,,,
185.744,,,
185.765,,,
185.787,,,
185.808,,,
185.829,,,
185.851,,,
185.872,,,
185.893,,,
185.915,,,
185.936,,,
185.957,,,
185.979,,,
186.000,,,
186.021,,,
186.043,,,
186.064,,,
186.086,,,
186.107,,,
186.128,,,
186.150,,,
186.171,,,
186.192,,,
186.214,,,
186.235,-16.78,0.000,2.803E-2
186.256,,,
186.278,,,
186.299,,,
186.320,,,
186.342,,,
186.363,,,
186.385,,,
186.406,,,
186.427,,,
186.449,,,
186.470,,,
186.491,,,
186.513,,,
186.534,,,
186.555,,,
186.577,,,
186.598,,,
186.619,,,
186.641,,,
186.662,,,
186.684,,,
186.705,,,
186.726,,,
186.748,,,
186.769,,,
186.790,,,
186.812,,,
186.833,,,
186.854,,,
186.876,,,
186.897,,,
186.918,,,
186.940,,,
186.961,,,
186.983,,,
187.004,,,
187.025,,,
187.047,,,
187.068,,,
187.089,-16.78,0.000,0.000
187.111,,,
187.132,,,
187.153,,,
187.175,,,
187.196,,,
187.217,,,
187.239,,,
187.260,,,
187.282,,,
187.303,,,
187.324,,,
187.346,,,
187.367,,,
187.388,,,
187.410,,,
187.431,,,
187.452,,,
187.474,,,
187.495,,,
187.516,,,
187.538,,,
187.559,,,
187.581,,,
187.602,,,
187.623,,,
187.645,,,
187.666,,,
187.687,,,
187.709,,,
187.730,,,
187.751,,,
187.773,,,
187.794,,,
187.815,,,
187.837,,,
187.858,,,
187.880,,,
187.901,,,
187.922,,,
187.944,-16.78,0.000,0.000
187.965,,,
187.986,,,
188.008,,,
188.029,,,
188.050,,,
188.072,,,
188.093,,,
188.114,,,
188.136,,,
188.157,,,
188.179,,,
188.200,,,
188.221,,,
188.243,,,
188.264,,,
188.285,,,
188.307,,,
188.328,,,
188.349,,,
188.371,,,
188.392,,,
188.413,,,
188.435,,,
188.456,,,
188.478,,,
188.499,,,
188.520,,,
188.542,,,
188.563,,,
188.584,,,
188.606,,,
188.627,,,
188.648,,,
188.670,,,
188.691,,,
188.712,,,
188.734,,,
188.755,,,
188.777,,,
188.798,-16.78,0.000,0.000
188.819,,,
188.841,,,
188.862,,,
188.883,,,
188.905,,,
188.926,,,
188.947,,,
188.969,,,
188.990,,,
189.011,,,
189.033,,,
189.054,,,
189.076,,,
189.097,,,
189.118,,,
189.140,,,
189.161,,,
189.182,,,
189.204,,,
189.225,,,
189.246,,,
189.268,,,
189.289,,,
189.310,,,
189.332,,,
189.353,,,
189.375,,,
189.396,,,
189.417,,,
189.439,,,
189.460,,,
189.481,,,
189.503,,,
189.524,,,
189.545,,,
189.567,,,
189.588,,,
189.609,,,
189.631,,,
189.652,-16.78,0.000,0.000
189.674,,,
189.695,,,
189.716,,,
189.738,,,
189.759,,,
189.780,,,
189.802,,,
189.823,,,
189.844,,,
189.866,,,
189.887,,,
189.908,,,
189.930,,,
189.951,,,
189.973,,,
189.994,,,
190.015,,,
190.037,,,
190.058,,,
190.079,,,
190.101,,,
190.122,,,
190.143,,,
190.165,,,
190.186,,,
190.207,,,
190.229,,,
190.250,,,
190.272,,,
190.293,,,
190.314,,,
190.336,,,
190.357,,,
190.378,,,
190.400,,,
190.421,,,
190.442,,,
190.464,,,
190.485,,,
190.506,-16.78,0.000,0.000
190.528,,,
190.549,,,
190.571,,,
190.592,,,
190.613,,,
190.635,,,
190.656,,,
190.677,,,
190.699,,,
190.720,,,
190.741,,,
190.763,,,
190.784,,,
190.805,,,
190.827,,,
190.848,,,
190.870,,,
190.891,,,
190.912,,,
190.934,,,
190.955,,,
190.976,,,
190.998,,,
191.019,,,
191.040,,,
191.062,,,
191.083,,,
191.104,,,
191.126,,,
191.147,,,
191.169,,,
191.190,,,
191.211,,,
191.233,,,
191.254,,,
191.275,,,
191.297,,,
191.318,,,
191.339,,,
191.361,-16.78,0.000,-2.660E-2
191.382,,,
191.403,,,
191.425,,,
191.446,,,
191.468,,,
191.489,,,
191.510,,,
191.532,,,
191.553,,,
191.574,,,
191.596,,,
191.617,,,
191.638,,,
191.660,,,
191.681,,,
191.703,,,
191.724,,,
191.745,,,
191.767,,,
191.788,,,
191.809,,,
191.831,,,
191.852,,,
191.873,,,
191.895,,,
191.916,,,
191.937,,,
191.959,,,
191.980,,,
192.002,,,
192.023,,,
192.044,,,
192.066,,,
192.087,,,
192.108,,,
192.130,,,
192.151,,,
192.172,,,
192.194,,,
192.215,-16.78,-4.003E-2,-3.130E-2
192.236,,,
192.258,,,
192.279,,,
192.301,,,
192.322,,,
192.343,,,
192.365,,,
192.386,,,
192.407,,,
192.429,,,
192.450,,,
192.471,,,
192.493,,,
192.514,,,
192.535,,,
192.557,,,
192.578,,,
192.600,,,
192.621,,,
192.642,,,
192.664,,,
192.685,,,
192.706,,,
192.728,,,
192.749,,,
192.770,,,
192.792,,,
192.813,,,
192.834,,,
192.856,,,
192.877,,,
192.899,,,
192.920,,,
192.941,,,
192.963,,,
192.984,,,
193.005,,,
193.027,,,
193.048,,,
193.069,-16.85,-6.585E-2,-3.958E-2
193.091,,,
193.112,,,
193.133,,,
193.155,,,
193.176,,,
193.198,,,
193.219,,,
193.240,,,
193.262,,,
193.283,,,
193.304,,,
193.326,,,
193.347,,,
193.368,,,
193.390,,,
193.411,,,
193.432,,,
193.454,,,
193.475,,,
193.497,,,
193.518,,,
193.539,,,
193.561,,,
193.582,,,
193.603,,,
193.625,,,
193.646,,,
193.667,,,
193.689,,,
193.710,,,
193.731,,,
193.753,,,
193.774,,,
193.796,,,
193.817,,,
193.838,,,
193.860,,,
193.881,,,
193.902,,,
193.924,-16.90,-9.408E-2,-4.476E-3
193.945,,,
193.966,,,
193.988,,,
194.009,,,
194.030,,,
194.052,,,
194.073,,,
194.095,,,
194.116,,,
194.137,,,
194.159,,,
194.180,,,
194.201,,,
194.223,,,
194.244,,,
194.265,,,
194.287,,,
194.308,,,
194.329,,,
194.351,,,
194.372,,,
194.394,,,
194.415,,,
194.436,,,
194.458,,,
194.479,,,
194.500,,,
194.522,,,
194.543,,,
194.564,,,
194.586,,,
194.607,,,
194.628,,,
194.650,,,
194.671,,,
194.693,,,
194.714,,,
194.735,,,
194.757,,,
194.778,-17.01,-9.664E-2,1.361E-2
194.799,,,
194.821,,,
194.842,,,
194.863,,,
194.885,,,
194.906,,,
194.927,,,
194.949,,,
194.970,,,
194.992,,,
195.013,,,
195.034,,,
195.056,,,
195.077,,,
195.098,,,
195.120,,,
195.141,,,
195.162,,,
195.184,,,
195.205,,,
195.226,,,
195.248,,,
195.269,,,
195.291,,,
195.312,,,
195.333,,,
195.355,,,
195.376,,,
195.397,,,
195.419,,,
195.440,,,
195.461,,,
195.483,,,
195.504,,,
195.525,,,
195.547,,,
195.568,,,
195.590,,,
195.611,,,
195.632,-17.06,-5.501E-2,9.269E-3
195.654,,,
195.675,,,
195.696,,,
195.718,,,
195.739,,,
195.760,,,
195.782,,,
195.803,,,
195.824,,,
195.846,,,
195.867,,,
195.889,,,
195.910,,,
195.931,,,
195.953,,,
195.974,,,
195.995,,,
196.017,,,
196.038,,,
196.059,,,
196.081,,,
196.102,,,
196.123,,,
196.145,,,
196.166,,,
196.188,,,
196.209,,,
196.230,,,
196.252,,,
196.273,,,
196.294,,,
196.316,,,
196.337,,,
196.358,,,
196.380,,,
196.401,,,
196.422,,,
196.444,,,
196.465,,,
196.487,-17.11,-8.160E-2,-3.684E-2
196.508,,,
196.529,,,
196.551,,,
196.572,,,
196.593,,,
196.615,,,
196.636,,,
196.657,,,
196.679,,,
196.700,,,
196.721,,,
196.743,,,
196.764,,,
196.786,,,
196.807,,,
196.828,,,
196.850,,,
196.871,,,
196.892,,,
196.914,,,
196.935,,,
196.956,,,
196.978,,,
196.999,,,
197.020,,,
197.042,,,
197.063,,,
197.085,,,
197.106,,,
197.127,,,
197.149,,,
197.170,,,
197.191,,,
197.213,,,
197.234,,,
197.255,,,
197.277,,,
197.298,,,
197.319,,,
197.341,-17.20,-0.123,-4.013E-2
197.362,,,
197.384,,,
197.405,,,
197.426,,,
197.448,,,
197.469,,,
197.490,,,
197.512,,,
197.533,,,
197.554,,,
197.576,,,
197.597,,,
197.618,,,
197.640,,,
197.661,,,
197.683,,,
197.704,,,
197.725,,,
197.747,,,
197.768,,,
197.789,,,
197.811,,,
197.832,,,
197.853,,,
197.875,,,
197.896,,,
197.917,,,
197.939,,,
197.960,,,
197.982,,,
198.003,,,
198.024,,,
198.046,,,
198.067,,,
198.088,,,
198.110,,,
198.131,,,
198.152,,,
198.174,,,
198.195,-17.32,-0.147,-1.324E-2
198.216,,,
198.238,,,
198.259,,,
198.281,,,
198.302,,,
198.323,,,
198.345,,,
198.366,,,
198.387,,,
198.409,,,
198.430,,,
198.451,,,
198.473,,,
198.494,,,
198.515,,,
198.537,,,
198.558,,,
198.580,,,
198.601,,,
198.622,,,
198.644,,,
198.665,,,
198.686,,,
198.708,,,
198.729,,,
198.750,,,
198.772,,,
198.793,,,
198.814,,,
198.836,,,
198.857,,,
198.879,,,
198.900,,,
198.921,,,
198.943,,,
198.964,,,
198.985,,,
199.007,,,
199.028,,,
199.049,-17.46,-0.145,3.066E-2
199.071,,,
199.092,,,
199.113,,,
199.135,,,
199.156,,,
199.178,,,
199.199,,,
199.220,,,
199.242,,,
199.263,,,
199.284,,,
199.306,,,
199.327,,,
199.348,,,
199.370,,,
199.391,,,
199.412,,,
199.434,,,
199.455,,,
199.477,,,
199.498,,,
199.519,,,
199.541,,,
199.562,,,
199.583,,,
199.605,,,
199.626,,,
199.647,,,
199.669,,,
199.690,,,
199.711,,,
199.733,,,
199.754,,,
199.776,,,
199.797,,,
199.818,,,
199.840,,,
199.861,,,
199.882,,,
199.904,-17.57,-9.372E-2,-4.345E-3
199.925,,,
199.946,,,
199.968,,,
199.989,,,
200.010,,,
200.032,,,
200.053,,,
200.075,,,
200.096,,,
200.117,,,
200.139,,,
200.160,,,
200.181,,,
200.203,,,
200.224,,,
200.245,,,
200.267,,,
200.288,,,
200.309,,,
200.331,,,
200.352,,,
200.374,,,
200.395,,,
200.416,,,
200.438,,,
200.459,,,
200.480,,,
200.502,,,
200.523,,,
200.544,,,
200.566,,,
200.587,,,
200.608,,,
200.630,,,
200.651,,,
200.673,,,
200.694,,,
200.715,,,
200.737,,,
200.758,-17.62,-0.134,-2.642E-2
200.779,,,
200.801,,,
200.822,,,
200.843,,,
200.865,,,
200.886,,,
200.907,,,
200.929,,,
200.950,,,
200.972,,,
200.993,,,
201.014,,,
201.036,,,
201.057,,,
201.078,,,
201.100,,,
201.121,,,
201.142,,,
201.164,,,
201.185,,,
201.206,,,
201.228,,,
201.249,,,
201.271,,,
201.292,,,
201.313,,,
201.335,,,
201.356,,,
201.377,,,
201.399,,,
201.420,,,
201.441,,,
201.463,,,
201.484,,,
201.505,,,
201.527,,,
201.548,,,
201.570,,,
201.591,,,
201.612,-17.81,-0.174,-3.084E-2
201.634,,,
201.655,,,
201.676,,,
201.698,,,
201.719,,,
201.740,,,
