t,Mass A,x,vx,ax,p,K,Mass B,x,vx,ax,p,K
0,,-0.554,,,,,,0.09705,,,,
0.017,,-0.554,0.01771,,0.006352,0.00005732,,0.09705,0,,0,0
0.034,,-0.553,0.04575,1.689,0.01613,0.0003698,,0.09705,0,0,0,0
0.051,,-0.552,0.06908,1.598,0.02432,0.0008403,,0.09705,0,0,0,0
0.068,,-0.551,0.103,2.226,0.03637,0.001879,,0.09705,0,0,0,0
0.085,,-0.549,0.142,18.35,0.04994,0.003543,,0.09705,0,0,0,0
0.101,,-0.546,0.659,11.41,0.232,0.07642,,0.09705,0,0,0,0
0.118,,-0.526,0.726,-3.29,0.255,0.09271,,0.09705,0,0,0,0
0.135,,-0.521,0.349,-10.28,0.123,0.02141,,0.09705,0,0,0,0
0.152,,-0.515,0.446,4.829,0.157,0.03494,,0.09705,0,0,0,0
0.169,,-0.506,0.516,3.461,0.182,0.04684,,0.09705,0,0,0,0
0.186,,-0.497,0.559,1.823,0.197,0.05498,,0.09705,0,0,0,0
0.203,,-0.487,0.58,0.581,0.204,0.05929,,0.09705,0,0,0,0
0.22,,-0.477,0.576,-0.05977,0.203,0.05845,,0.09705,0,0,0,0
0.237,,-0.468,0.576,0.02617,0.203,0.05848,,0.09705,0,0,0,0
0.254,,-0.458,0.58,0.02476,0.204,0.05911,,0.09705,0,0,0,0
0.271,,-0.448,0.577,-0.0013,0.203,0.0585,,0.09705,0,0,0,0
0.287,,-0.439,0.579,0.286,0.204,0.05894,,0.09705,0,0,0,0
0.304,,-0.429,0.587,0.227,0.207,0.06058,,0.09705,0,0,0,0
0.321,,-0.419,0.588,0.05833,0.207,0.06078,,0.09705,0,0,0,0
0.338,,-0.409,0.587,0.04185,0.207,0.06059,,0.09705,0,0,0,0
0.355,,-0.399,0.59,-0.111,0.208,0.0613,,0.09705,0,0,0,0
0.372,,-0.389,0.584,-0.18,0.206,0.06,,0.09705,0,0,0,0
0.389,,-0.379,0.581,-0.14,0.205,0.05944,,0.09705,0,0,0,0
0.406,,-0.369,0.582,-0.15,0.205,0.05963,,0.09705,0,0,0,0
0.423,,-0.359,0.575,-0.419,0.202,0.05819,,0.09705,0,0,0,0
0.44,,-0.35,0.568,-0.433,0.2,0.05675,,0.09705,0,0,0,0
0.457,,-0.34,0.56,-0.275,0.197,0.05523,,0.09705,0,0,0,0
0.473,,-0.331,0.558,-0.201,0.196,0.05474,,0.09705,0,0,0,0
0.49,,-0.321,0.555,-0.05999,0.195,0.05421,,0.09705,0,0,0,0
0.507,,-0.312,0.554,-0.04555,0.195,0.05398,,0.09705,0,0,0,0
0.524,,-0.303,0.555,-0.0386,0.195,0.05424,,0.09705,0,0,0,0
0.541,,-0.293,0.552,-0.302,0.194,0.05359,,0.09705,0,0,0,0
0.558,,-0.284,0.546,-0.305,0.192,0.05239,,0.09705,0,0,0,0
0.575,,-0.275,0.541,0.138,0.19,0.05145,,0.09705,0,0,0,0
0.592,,-0.266,0.549,0.32,0.193,0.05313,,0.09705,0,0,0,0
0.609,,-0.256,0.554,0.003175,0.195,0.05411,,0.09705,0,0,0,0
0.626,,-0.247,0.547,-0.358,0.193,0.05274,,0.09705,0,0,0,0
0.643,,-0.238,0.542,-0.239,0.191,0.05179,,0.09705,0,0,0,0
0.659,,-0.229,0.539,-0.001369,0.19,0.0512,,0.09705,0,0,0,0
0.676,,-0.219,0.542,-0.04884,0.191,0.05168,,0.09705,0,0,0,0
0.693,,-0.21,0.54,-0.103,0.19,0.05126,,0.09705,0,0,0,0
0.71,,-0.201,0.536,-0.166,0.189,0.05059,,0.09705,0,0,0,0
0.727,,-0.192,0.536,0.002499,0.189,0.05056,,0.09705,0,0,0,0
0.744,,-0.183,0.535,0.008434,0.188,0.05036,,0.09705,0,0,0,0
0.761,,-0.174,0.537,-0.02731,0.189,0.0507,,0.09705,0,0,0,0
0.778,,-0.165,0.534,-0.118,0.188,0.05025,,0.09705,0,0,0,0
0.795,,-0.156,0.532,-0.206,0.187,0.04977,,0.09705,0,0,0,0
0.812,,-0.147,0.528,-0.319,0.186,0.04913,,0.09705,0,0,0,0
0.829,,-0.138,0.52,-0.311,0.183,0.04768,,0.09705,0,0,0,0
0.845,,-0.129,0.517,-0.333,0.182,0.04706,,0.09705,0,0,0,0
0.862,,-0.121,0.511,-0.284,0.18,0.04599,,0.09705,0,0,0,0
0.879,,-0.112,0.505,-0.431,0.178,0.04497,,0.09705,0,0,0,0
0.896,,-0.103,0.499,-0.672,0.176,0.0438,,0.09705,0,0,0,0
0.913,,-0.09519,0.482,-1.22,0.17,0.04082,,0.09705,0,0,0,0
0.93,,-0.08721,0.458,-17.71,0.161,0.0369,,0.09705,0.06636,3.119,0.02347,0.0007825
0.947,,-0.07971,-0.04968,-13.13,0.0175,0.0004349,,0.09862,0.132,4.737,0.04658,0.003082
0.964,,-0.08889,-0.177,-0.03055,0.06245,0.005539,,0.102,0.226,5.895,0.08119,0.009363
0.981,,-0.0857,0.132,8.677,0.04658,0.003082,,0.106,0.334,5.407,0.119,0.0201
0.998,,-0.08442,0.05132,-3.538,0.01809,0.0004651,,0.113,0.413,3.502,0.145,0.03006
1.015,,-0.08397,0.01516,-1.528,0.005598,0.00004451,,0.12,0.451,1.62,0.159,0.03576
1.032,,-0.0839,0.0004968,-0.643,0.002613,0.000009696,,0.128,0.467,0.766,0.164,0.03832
1.048,,-0.08395,-0.005599,-0.693,0.001974,0.000005533,,0.136,0.475,0.48,0.167,0.03978
1.065,,-0.08409,-0.02134,-0.515,0.007523,0.00008038,,0.144,0.483,0.361,0.17,0.04106
