t,Mass A,x,vx,ax,p,K,Mass B,x,vx,ax,p,K
5.07,,-0.612,4.68E-02,-0.416,1.54E-02,3.61E-04,,0.3,0,0,0,0
5.087,,-0.612,3.94E-02,-8.26E-02,1.30E-02,2.56E-04,,0.3,0,0,0,0
5.104,,-0.611,4.43E-02,0.543,1.47E-02,3.28E-04,,0.3,0,0,0,0
5.121,,-0.61,5.79E-02,0.479,1.99E-02,6.01E-04,,0.3,0,0,0,0
5.138,,-0.609,6.29E-02,-0.23,2.12E-02,6.81E-04,,0.3,0,0,0,0
5.155,,-0.608,4.93E-02,-0.584,1.63E-02,4.00E-04,,0.3,0,0,0,0
5.172,,-0.607,4.06E-02,-0.27,1.34E-02,2.73E-04,,0.3,0,0,0,0
5.189,,-0.607,4.19E-02,-0.374,1.39E-02,2.93E-04,,0.3,0,0,0,0
5.206,,-0.606,2.96E-02,-0.458,9.83E-03,1.46E-04,,0.3,0,0,0,0
5.223,,-0.606,2.22E-02,-0.375,7.31E-03,8.10E-05,,0.3,0,0,0,0
5.24,,-0.605,2.09E-02,0.145,6.91E-03,7.23E-05,,0.3,0,0,0,0
5.257,,-0.605,2.34E-02,-6.25E-02,7.73E-03,9.05E-05,,0.3,0,0,0,0
5.274,,-0.604,2.34E-02,-6.25E-02,7.73E-03,9.05E-05,,0.3,0,0,0,0
5.291,,-0.604,1.72E-02,0.249,5.70E-03,4.93E-05,,0.3,0,0,0,0
5.308,,-0.604,3.20E-02,0.79,1.06E-02,1.71E-04,,0.3,0,0,0,0
5.325,,-0.603,4.68E-02,0.417,1.55E-02,3.62E-04,,0.3,0,0,0,0
5.342,,-0.602,4.56E-02,-6.17E-02,1.51E-02,3.46E-04,,0.3,0,0,0,0
5.359,,-0.602,4.31E-02,9.85E-02,1.43E-02,3.10E-04,,0.3,0,0,0,0
5.376,,-0.601,3.38E-02,-0.197,1.73E-02,4.54E-04,,0.3,0,0,0,0
5.393,,-0.6,2.48E-02,-0.269,1.60E-02,3.89E-04,,0.3,0,0,0,0
5.41,,-0.6,2.83E-02,-0.152,9.35E-03,1.33E-04,,0.3,0,0,0,0
5.427,,-0.599,3.57E-02,0.353,1.18E-02,2.11E-04,,0.3,0,0,0,0
5.444,,-0.598,3.69E-02,8.36E-02,1.22E-02,2.25E-04,,0.3,0,0,0,0
5.461,,-0.598,4.06E-02,-0.354,1.34E-02,2.73E-04,,0.3,0,0,0,0
5.478,,-0.597,2.59E-02,-0.386,8.54E-03,1.11E-04,,0.3,0,0,0,0
5.495,,-0.597,1.07E-02,-0.333,3.52E-03,1.88E-05,,0.3,0,0,0,0
5.512,,-0.596,8.21E-03,-0.213,2.71E-03,1.11E-05,,0.3,0,0,0,0
5.529,,-0.596,2.46E-03,-0.24,8.12E-04,1.00E-06,,0.3,0,0,0,0
5.546,,-0.596,0,-8.32E-02,0,0,,0.3,0,0,0,0
5.563,,-0.596,0,,0,0,,0.3,0,,0,0
5.58,,-0.596,,,,,,0.3,,,,
