t,Mass A,x,vx,ax,p,K,Mass B,x,vx,ax,p,K
1.15,,0.538,-0.422,-1.151,0.423,0.08929,,0.675,-0.395,0.691,0.396,0.07843
1.167,,0.531,-0.409,1.381,0.409,0.08363,,0.669,-0.368,1.151,0.368,0.06776
1.184,,0.524,-0.381,0,0.381,0.07277,,0.663,-0.368,-1.611,0.368,0.06766
1.201,,0.518,-0.395,-0.691,0.395,0.07806,,0.657,-0.409,-1.842,0.41,0.08391
1.219,,0.51,-0.423,-0.23,0.423,0.08926,,0.649,-0.45,-0.691,0.45,0.101
1.236,,0.503,-0.395,1.612,0.395,0.0782,,0.642,-0.423,2.533,0.423,0.08926
1.253,,0.497,-0.368,0.23,0.368,0.06776,,0.635,-0.368,0.691,0.368,0.06766
1.27,,0.491,-0.381,-2.302,0.381,0.07277,,0.629,-0.381,-0.921,0.382,0.07286
1.287,,0.484,-0.45,-0.23,0.45,0.101,,0.622,-0.422,-0.23,0.423,0.08929
1.304,,0.476,-0.409,2.302,0.409,0.08354,,0.615,-0.381,-0.921,0.382,0.07286
1.321,,0.47,-0.341,0.23,0.342,0.05838,,0.609,-0.436,-0.921,0.436,0.09514
1.339,,0.464,-0.409,-2.302,0.41,0.08391,,0.6,-0.45,-1.611,0.45,0.101
1.356,,0.456,-0.436,0,0.436,0.09504,,0.594,-0.45,3.453,0.45,0.101
1.373,,0.45,-0.395,0.23,0.396,0.07843,,0.585,-0.381,2.303,0.384,0.0736
1.39,,0.443,-0.423,-0.691,0.423,0.08963,,0.581,-0.313,1.612,0.315,0.0495
1.407,,0.435,-0.436,1.842,0.436,0.0952,,0.574,-0.368,-1.151,0.368,0.0678
1.424,,0.428,-0.354,1.382,0.355,0.06284,,0.568,-0.341,-0.691,0.341,0.0581
1.442,,0.423,-0.368,-5.746,0.368,0.06776,,0.563,-0.381,-5.598,0.382,0.07286
1.459,,0.416,-0.436,-2.946,0.438,0.0957,,0.556,-0.418,-2.946,0.418,0.08729
1.476,,0.401,-0.409,3.388,0.41,0.08391,,0.542,-0.409,2.504,0.409,0.08354
1.493,,0.395,-0.368,4.568,0.37,0.0685,,0.535,-0.409,4.421,0.409,0.08354
1.51,,0.389,-0.409,-1.382,0.409,0.08368,,0.528,-0.409,-0.461,0.409,0.08359
1.527,,0.381,-0.423,0.691,0.423,0.08935,,0.521,-0.423,0.23,0.423,0.08926
1.545,,0.374,-0.381,1.842,0.382,0.07286,,0.514,-0.409,1.382,0.409,0.08354
1.562,,0.368,-0.354,-0.46,0.355,0.06284,,0.507,-0.368,0.23,0.368,0.06776
1.579,,0.362,-0.395,-1.151,0.395,0.07806,,0.501,-0.395,0.23,0.395,0.07815
1.596,,0.355,-0.409,-0.46,0.409,0.08363,,0.494,-0.381,0.46,0.381,0.07277
1.613,,0.349,-0.395,1.611,0.395,0.07815,,0.488,-0.354,0,0.354,0.06274
1.63,,0.342,-0.368,0.23,0.368,0.06766,,0.482,-0.395,-2.532,0.395,0.07806
1.648,,0.336,-0.368,0.23,0.368,0.06776,,0.475,-0.436,-0.921,0.436,0.09504
1.665,,0.329,-0.382,0,0.382,0.07282,,0.467,-0.436,0.921,0.436,0.09511
1.682,,0.323,-0.354,0,0.354,0.06279,,0.46,-0.395,1.151,0.395,0.0782
1.699,,0.317,-0.381,-1.382,0.382,0.07286,,0.454,-0.395,-0.23,0.395,0.07815
1.716,,0.31,-0.409,-0.46,0.409,0.08363,,0.447,-0.409,1.842,0.409,0.08363
1.733,,0.303,-0.395,0.23,0.396,0.07843,,0.44,-0.341,-0.23,0.342,0.05838
1.751,,0.297,-0.395,0.23,0.395,0.07815,,0.435,-0.381,-1.381,0.382,0.07286
1.768,,0.29,-0.395,-0.691,0.395,0.07815,,0.427,-0.436,-0.921,0.436,0.09514
1.785,,0.284,-0.409,-0.921,0.409,0.08363,,0.421,-0.381,0.921,0.382,0.07314
1.802,,0.276,-0.436,-2.763,0.436,0.09514,,0.414,-0.409,0,0.41,0.08391
1.819,,0.269,-0.491,-0.461,0.492,0.121,,0.407,-0.395,1.151,0.395,0.0782
1.836,,0.26,-0.477,1.151,0.477,0.114,,0.401,-0.354,0.461,0.355,0.06316
1.854,,0.253,-0.422,2.072,0.423,0.08929,,0.395,-0.381,0.921,0.384,0.0736
1.871,,0.245,-0.422,2.072,0.423,0.08929,,0.388,-0.341,-1.151,0.345,0.0595
1.888,,0.239,-0.354,1.842,0.354,0.06274,,0.383,-0.381,-1.381,0.382,0.07314
1.905,,0.233,-0.341,-0.23,0.341,0.05801,,0.375,-0.436,-1.842,0.436,0.09514
1.922,,0.227,-0.381,0,0.381,0.07277,,0.368,-0.409,1.842,0.409,0.08354
1.939,,0.221,-0.341,1.151,0.341,0.05801,,0.361,-0.395,1.151,0.395,0.07806
1.956,,0.215,-0.327,-1.382,0.327,0.05346,,0.355,-0.354,0.461,0.354,0.06274
1.974,,0.209,-0.395,-1.151,0.396,0.07848,,0.349,-0.382,-0.921,0.382,0.07282
1.991,,0.202,-0.382,0,0.382,0.07291,,0.342,-0.395,-2.072,0.395,0.0782
2.008,,0.197,-0.368,0.23,0.368,0.06776,,0.336,-0.436,1.842,0.438,0.09588
2.025,,0.19,-0.395,-0.691,0.395,0.07806,,0.327,-0.368,2.072,0.369,0.06803
2.042,,0.183,-0.381,0.921,0.381,0.07277,,0.323,-0.313,0.691,0.313,0.0491
2.059,,0.177,-0.368,-0.23,0.368,0.06766,,0.317,-0.381,-4.604,0.382,0.07286
2.077,,0.171,-0.381,-0.46,0.381,0.07277,,0.31,-0.45,-1.151,0.45,0.101
2.094,,0.164,-0.395,-1.151,0.395,0.07806,,0.302,-0.45,2.533,0.45,0.101
2.111,,0.157,-0.409,0.461,0.409,0.08368,,0.295,-0.341,1.612,0.341,0.05805
2.128,,0.15,-0.395,-0.23,0.396,0.07848,,0.29,-0.382,-0.921,0.382,0.07291
2.145,,0.144,-0.395,-0.23,0.396,0.07843,,0.282,-0.409,-0.461,0.409,0.08363
2.162,,0.137,-0.422,0.691,0.423,0.08929,,0.276,-0.368,1.611,0.368,0.06776
2.18,,0.13,-0.368,1.611,0.368,0.06766,,0.27,-0.368,0.23,0.368,0.06776
2.197,,0.124,-0.354,0.921,0.354,0.06274,,0.264,-0.354,0,0.355,0.06284
2.214,,0.118,-0.354,-0.921,0.357,0.06358,,0.258,-0.368,-1.611,0.37,0.0685
2.231,,0.112,-0.368,2.532,0.369,0.06803,,0.251,-0.409,1.381,0.409,0.08363
2.248,,0.105,-0.3,7.369,0.3,0.04502,,0.244,-0.341,8.059,0.341,0.0581
2.265,,0.102,-0.0954,8.52,0.0954,0.004551,,0.24,-0.123,9.441,0.123,0.007523
2.283,,0.102,0,,0,0,,0.24,0,,0,0
2.3,,0.102,,,,,,0.24,,,,
