t,Mass A,x,vx,ax,p,K,Mass B,x,vx,ax,p,K
0.671,,-0.33,0.501,0.591,0.501,0.125,,8.41E-02,0,0,0,0
0.688,,-0.321,0.531,0.924,0.531,0.141,,8.41E-02,0,0,0,0
0.705,,-0.312,0.53,-0.257,0.531,0.141,,8.41E-02,0,0,0,0
0.722,,-0.303,0.52,-1.26,0.521,0.136,,8.41E-02,0,0,0,0
0.739,,-0.294,0.491,-1.423,0.491,0.12,,8.41E-02,0,0,0,0
0.757,,-0.286,0.466,0.34,0.466,0.109,,8.41E-02,0,0,0,0
0.774,,-0.278,0.501,0.918,0.501,0.125,,8.41E-02,0,0,0,0
0.791,,-0.269,0.511,-0.421,0.511,0.13,,8.41E-02,0,0,0,0
0.808,,-0.261,0.476,-0.503,0.476,0.113,,8.41E-02,0,0,0,0
0.825,,-0.253,0.491,0.42,0.491,0.12,,8.41E-02,0,0,0,0
0.843,,-0.245,0.501,0.417,0.501,0.125,,8.41E-02,0,0,0,0
0.86,,-0.236,0.496,0.168,0.496,0.123,,8.41E-02,0,0,0,0
0.877,,-0.228,0.511,-0.416,0.511,0.13,,8.41E-02,0,0,0,0
0.894,,-0.219,0.486,-0.169,0.486,0.118,,8.41E-02,0,0,0,0
0.911,,-0.211,0.491,0.756,0.491,0.12,,8.41E-02,0,0,0,0
0.929,,-0.202,0.526,1.174,0.526,0.138,,8.41E-02,0,0,0,0
0.946,,-0.194,0.526,-0.336,0.526,0.138,,8.41E-02,0,0,0,0
0.963,,-0.185,0.515,-0.171,0.515,0.133,,8.41E-02,0,0,0,0
0.98,,-0.176,0.515,-1.005,0.516,0.133,,8.41E-02,0,0,0,0
0.997,,-0.167,0.491,0.252,0.491,0.12,,8.41E-02,0,0,0,0
1.015,,-0.16,0.506,0.169,0.506,0.128,,8.41E-02,0,0,0,0
1.032,,-0.15,0.52,0.919,0.52,0.135,,8.41E-02,0,0,0,0
1.049,,-0.142,0.515,-0.668,0.516,0.133,,8.41E-02,0,0,0,0
1.066,,-0.133,0.516,0.842,0.516,0.133,,8.41E-02,0,0,0,0
1.083,,-0.125,0.526,-0.168,0.526,0.138,,8.41E-02,0,0,0,0
1.101,,-0.115,0.531,-0.425,0.531,0.141,,8.41E-02,0,0,0,0
1.118,,-0.107,0.496,-0.504,0.496,0.123,,8.41E-02,0,0,0,0
1.135,,-9.82E-02,0.515,2.179,0.516,0.133,,8.41E-02,0,0,0,0
1.152,,-8.92E-02,0.57,1.26,0.57,0.162,,8.41E-02,0,0.632,0,0
1.169,,-7.89E-02,0.57,-5.779,0.57,0.162,,8.41E-02,1.87E-02,2.637,1.98E-02,1.95E-04
1.187,,-6.99E-02,0.382,-8.122,0.382,7.28E-02,,8.47E-02,8.74E-02,2.532,8.77E-02,3.84E-03
1.204,,-6.60E-02,0.253,-5.109,0.253,3.20E-02,,8.70E-02,0.119,-0.105,0.119,7.06E-03
1.221,,-6.13E-02,0.243,-1.927,0.243,2.95E-02,,8.87E-02,7.49E-02,-1.899,7.52E-02,2.83E-03
1.238,,-5.78E-02,0.178,-2.179,0.178,1.59E-02,,8.96E-02,5.00E-02,0.211,5.00E-02,1.25E-03
1.255,,-5.53E-02,0.164,-0.25,0.164,1.34E-02,,9.04E-02,8.12E-02,2.637,8.15E-02,3.32E-03
1.273,,-5.23E-02,0.178,0.335,0.179,1.59E-02,,9.23E-02,0.144,2.85,0.144,1.04E-02
1.29,,-4.92E-02,0.173,-0.42,0.173,1.51E-02,,9.53E-02,0.181,0.529,0.181,1.64E-02
1.307,,-4.64E-02,0.164,-8.43E-02,0.164,1.34E-02,,9.84E-02,0.162,1.29E-03,0.162,1.32E-02
1.324,,-4.37E-02,0.169,-0.166,0.169,1.42E-02,,0.101,0.169,-0.106,0.169,1.42E-02
1.341,,-4.07E-02,0.164,-1.09,0.164,1.34E-02,,0.104,0.175,-0.422,0.175,1.53E-02
1.359,,-3.82E-02,0.129,1.503,0.129,8.32E-03,,0.107,0.144,1.148,0.144,1.03E-02
1.376,,-3.63E-02,0.149,1.662,0.149,1.11E-02,,0.109,0.15,1.621,0.15,1.12E-02
1.393,,-3.06E-02,0.175,-0.161,0.175,1.54E-02,,0.114,0.175,-0.271,0.175,1.53E-02
1.41,,-2.75E-02,0.178,-1.609,0.179,1.59E-02,,0.118,0.187,-1.892,0.187,1.76E-02
1.427,,-2.46E-02,0.183,-0.585,0.183,1.68E-02,,0.121,0.162,-1.476,0.162,1.32E-02
1.445,,-2.13E-02,0.169,-0.317,0.169,1.42E-02,,0.123,0.144,-0.315,0.144,1.03E-02
1.462,,-1.89E-02,0.159,-0.373,0.16,1.27E-02,,0.125,0.144,0.106,0.144,1.03E-02
1.479,,-1.59E-02,0.168,8.52E-02,0.168,1.41E-02,,0.128,0.156,0.741,0.156,1.22E-02
1.496,,-1.32E-02,0.156,1.427,0.156,1.22E-02,,0.131,0.162,1.488,0.163,1.33E-02
1.513,,-1.06E-02,0.156,0.843,0.156,1.22E-02,,0.134,0.154,0.608,0.155,1.20E-02
1.531,,-5.33E-03,0.156,-0.721,0.156,1.22E-02,,0.139,0.146,-0.474,0.146,1.07E-02
1.548,,-2.69E-03,0.161,-1.385,0.161,1.30E-02,,0.141,0.175,-0.947,0.175,1.53E-02
1.565,,1.29E-04,0.172,-9.63E-02,0.173,1.49E-02,,0.144,0.187,0.421,0.187,1.76E-02
1.582,,3.14E-03,0.161,-0.469,0.162,1.32E-02,,0.147,0.181,-8.44E-02,0.181,1.64E-02
1.599,,5.58E-03,0.15,-9.23E-02,0.15,1.13E-02,,0.151,0.188,-0.349,0.189,1.79E-02
1.617,,8.22E-03,0.161,-9.34E-02,0.161,1.30E-02,,0.154,0.171,-0.278,0.173,1.50E-02
1.634,,1.10E-02,0.15,0.283,0.15,1.13E-02,,0.156,0.171,-0.548,0.171,1.46E-02
1.651,,1.33E-02,0.161,-0.279,0.161,1.30E-02,,0.16,0.164,-0.669,0.164,1.34E-02
1.668,,1.65E-02,0.156,-0.375,0.156,1.22E-02,,0.162,0.139,-0.503,0.139,9.64E-03
1.685,,1.86E-02,0.134,0.562,0.134,8.98E-03,,0.164,0.149,1.089,0.149,1.11E-02
1.702,,2.10E-02,0.178,0.561,0.178,1.59E-02,,0.167,0.176,0.461,0.176,1.55E-02
1.72,,2.46E-02,0.167,-0.753,0.167,1.40E-02,,0.17,0.171,-0.21,0.171,1.46E-02
1.737,,2.67E-02,0.134,-0.939,0.134,8.93E-03,,0.173,0.159,-0.337,0.159,1.26E-02
1.754,,2.91E-02,0.145,0.941,0.145,1.05E-02,,0.176,0.166,-0.211,0.166,1.38E-02
1.771,,3.16E-02,0.161,1.412,0.161,1.30E-02,,0.178,0.151,-0.376,0.151,1.14E-02
1.788,,3.46E-02,0.195,-9.35E-02,0.195,1.90E-02,,0.181,0.149,-0.25,0.149,1.11E-02
1.806,,3.81E-02,0.167,-2.257,0.167,1.40E-02,,0.183,0.149,8.53E-02,0.149,1.11E-02
1.823,,4.02E-02,0.106,-0.847,0.106,5.59E-03,,0.186,0.146,0.293,0.146,1.07E-02
1.84,,4.17E-02,0.134,1.319,0.134,8.92E-03,,0.188,0.161,1.047,0.161,1.30E-02
1.857,,4.47E-02,0.167,1.13,0.167,1.40E-02,,0.191,0.181,-0.461,0.181,1.64E-02
1.874,,4.74E-02,0.161,-1.411,0.162,1.32E-02,,0.194,0.154,-1.254,0.154,1.18E-02
1.892,,5.02E-02,0.128,-0.849,0.128,8.20E-03,,0.196,0.124,-0.669,0.124,7.73E-03
1.909,,5.17E-02,0.117,1.033,0.117,6.83E-03,,0.199,0.139,1.173,0.14,9.74E-03
1.926,,5.41E-02,0.172,1.6,0.172,1.49E-02,,0.201,0.161,0.292,0.162,1.31E-02
1.943,,5.75E-02,0.178,-0.376,0.178,1.59E-02,,0.204,0.156,-0.376,0.157,1.23E-02
1.96,,6.02E-02,0.15,-1.037,0.15,1.13E-02,,0.206,0.139,-0.336,0.14,9.75E-03
1.978,,6.26E-02,0.145,0.187,0.145,1.05E-02,,0.209,0.149,0.501,0.149,1.11E-02
1.995,,6.51E-02,0.156,-0.373,0.156,1.21E-02,,0.211,0.156,-0.213,0.156,1.22E-02
2.012,,6.79E-02,0.139,0.284,0.14,9.74E-03,,0.214,0.144,-0.336,0.144,1.04E-02
2.029,,6.98E-02,0.15,9.29E-02,0.151,1.14E-02,,0.216,0.139,-0.167,0.139,9.68E-03
2.046,,7.30E-02,0.161,-0.472,0.161,1.30E-02,,0.219,0.144,0.17,0.144,1.03E-02
2.064,,7.52E-02,0.122,-1.129,0.122,7.49E-03,,0.221,0.141,0.295,0.141,9.98E-03
2.081,,7.71E-02,0.122,0.375,0.122,7.49E-03,,0.224,0.154,0.253,0.154,1.18E-02
2.098,,7.94E-02,0.139,0.846,0.139,9.69E-03,,0.226,0.154,8.33E-02,0.154,1.19E-02
2.115,,8.18E-02,0.15,0.283,0.15,1.13E-02,,0.229,0.151,-0.378,0.151,1.14E-02
2.132,,8.44E-02,0.15,9.52E-02,0.15,1.13E-02,,0.231,0.146,-0.21,0.146,1.07E-02
2.15,,8.69E-02,0.15,-9.40E-02,0.15,1.13E-02,,0.234,0.139,0.168,0.139,9.63E-03
2.167,,8.95E-02,0.15,0.282,0.15,1.13E-02,,0.236,0.154,-0.168,0.154,1.18E-02
2.184,,9.20E-02,0.156,0.376,0.156,1.21E-02,,0.239,0.139,-0.251,0.139,9.63E-03
2.201,,9.48E-02,0.167,-0.187,0.167,1.39E-02,,0.241,0.134,8.35E-02,0.134,8.96E-03
2.218,,9.76E-02,0.15,-0.656,0.15,1.13E-02,,0.243,0.151,0.879,0.151,1.14E-02
2.236,,9.99E-02,0.139,-9.40E-02,0.14,9.74E-03,,0.246,0.159,-0.671,0.159,1.26E-02
2.253,,0.102,0.15,9.23E-02,0.15,1.13E-02,,0.249,0.136,-0.377,0.136,9.29E-03
2.27,,0.105,0.145,-0.19,0.145,1.05E-02,,0.251,0.131,4.32E-02,0.131,8.64E-03
2.287,,0.107,0.139,-0.66,0.139,9.70E-03,,0.253,0.151,0.63,0.151,1.15E-02
2.304,,0.11,0.128,-0.47,0.128,8.25E-03,,0.256,0.146,-0.121,0.147,1.07E-02
2.322,,0.112,0.117,0.474,0.117,6.84E-03,,0.258,0.149,8.65E-02,0.149,1.11E-02
2.339,,0.114,0.145,1.132,0.145,1.05E-02,,0.261,0.149,0.334,0.149,1.11E-02
2.356,,0.116,0.161,0.657,0.162,1.32E-02,,0.263,0.159,0.461,0.159,1.27E-02
2.373,,0.119,0.161,-0.662,0.161,1.30E-02,,0.266,0.167,-0.467,0.195,1.90E-02
2.39,,0.122,0.145,-0.927,0.145,1.05E-02,,0.269,0.144,-1.099,0.173,1.49E-02
2.408,,0.124,0.123,1.329,0.139,9.73E-03,,0.271,0.124,1.507,0.124,7.70E-03
2.425,,0.126,0.138,1.383,0.146,1.06E-02,,0.273,0.143,1.143,0.143,1.03E-02
2.442,,0.131,0.152,-0.669,0.153,1.17E-02,,0.278,0.148,-1.216,0.148,1.09E-02
2.459,,0.134,0.145,-2.167,0.148,1.10E-02,,0.281,0.117,-1.268,0.117,6.88E-03
2.476,,0.136,0.117,-0.852,0.117,6.89E-03,,0.282,0.152,0.614,0.152,1.16E-02
2.494,,0.138,0.117,-0.284,0.117,6.83E-03,,0.286,0.164,8.24E-02,0.164,1.34E-02
2.511,,0.14,0.111,0.755,0.111,6.19E-03,,0.288,0.132,-0.893,0.132,8.77E-03
2.528,,0.141,0.134,0.942,0.135,9.06E-03,,0.29,0.144,-0.247,0.144,1.03E-02
2.545,,0.144,0.156,0.94,0.157,1.23E-02,,0.293,0.124,-0.249,0.125,7.79E-03
2.562,,0.147,0.156,-0.566,0.156,1.22E-02,,0.294,0.127,0.195,0.128,8.21E-03
2.58,,0.15,0.145,-0.564,0.145,1.05E-02,,0.297,0.14,0.973,0.141,9.90E-03
2.597,,0.152,0.128,9.34E-02,0.128,8.20E-03,,0.299,0.152,0.332,0.152,1.16E-02
2.614,,0.154,0.15,0.659,0.15,1.13E-02,,0.302,0.16,-0.136,0.161,1.30E-02
2.631,,0.157,0.156,-2.30E-03,0.156,1.22E-02,,0.305,0.142,-0.439,0.143,1.02E-02
2.648,,0.159,0.145,0.366,0.145,1.05E-02,,0.307,0.144,-8.60E-02,0.147,1.08E-02
2.666,,0.162,0.167,-0.567,0.173,1.49E-02,,0.309,0.144,-0.2,0.144,1.03E-02
2.683,,0.165,0.139,-1.219,0.143,1.02E-02,,0.312,0.134,-0.474,0.134,8.96E-03
2.7,,0.166,0.106,-0.841,0.106,5.65E-03,,0.314,0.129,0.226,0.13,8.42E-03
2.717,,0.168,0.122,2.406,0.123,7.56E-03,,0.316,0.139,1.499,0.139,9.67E-03
2.734,,0.17,0.145,1.384,0.145,1.05E-02,,0.319,0.137,0.784,0.137,9.33E-03
2.752,,0.176,0.156,-1.082,0.157,1.23E-02,,0.323,0.134,-0.787,0.135,9.08E-03
2.769,,0.178,0.128,-2.464,0.128,8.20E-03,,0.325,0.14,-1.018,0.141,9.91E-03
2.786,,0.18,0.106,0.471,0.106,5.59E-03,,0.328,0.152,1.19E-03,0.152,1.16E-02
2.803,,0.182,0.145,0.94,0.145,1.05E-02,,0.331,0.149,-0.614,0.149,1.11E-02
2.82,,0.185,0.15,-0.47,0.15,1.13E-02,,0.333,0.124,-0.306,0.124,7.68E-03
2.837,,0.187,0.117,9.63E-02,0.117,6.83E-03,,0.335,0.137,0.251,0.137,9.41E-03
2.855,,0.189,0.15,1.033,0.151,1.14E-02,,0.337,0.14,8.00E-02,0.14,9.86E-03
2.872,,0.192,0.167,-0.19,0.167,1.39E-02,,0.34,0.132,-0.728,0.134,8.93E-03
2.889,,0.195,0.133,-0.599,0.134,8.98E-03,,0.342,0.122,-0.166,0.124,7.67E-03
2.906,,0.197,0.144,-0.488,0.144,1.03E-02,,0.344,0.119,0.451,0.119,7.08E-03
2.923,,0.199,0.13,-0.537,0.13,8.42E-03,,0.346,0.142,1.118,0.142,1.01E-02
2.941,,0.201,0.11,-0.792,0.11,6.07E-03,,0.348,0.157,-0.194,0.157,1.24E-02
2.958,,0.203,0.114,0.731,0.114,6.51E-03,,0.351,0.139,-0.391,0.139,9.68E-03
2.975,,0.205,0.126,1.464,0.126,7.92E-03,,0.353,0.134,0.138,0.134,8.97E-03
2.992,,0.207,0.169,-6.57E-02,0.169,1.44E-02,,0.356,0.152,0.503,0.152,1.16E-02
3.009,,0.211,0.134,-1.197,0.134,8.98E-03,,0.358,0.149,-0.377,0.149,1.11E-02
3.027,,0.212,0.106,-0.201,0.106,5.65E-03,,0.361,0.139,-0.731,0.14,9.74E-03
3.044,,0.214,0.142,1.462,0.142,1.00E-02,,0.363,0.124,-9.91E-02,0.124,7.75E-03
3.061,,0.217,0.153,-0.732,0.153,1.18E-02,,0.365,0.132,0.264,0.132,8.68E-03
3.078,,0.219,0.122,-0.598,0.122,7.44E-03,,0.367,0.14,-0.189,0.14,9.83E-03
3.095,,0.221,0.118,0.133,0.118,6.96E-03,,0.37,0.122,-0.132,0.122,7.45E-03
3.113,,0.223,0.142,1.329,0.142,1.00E-02,,0.372,0.131,0.107,0.132,8.66E-03
3.13,,0.226,0.153,-1.13,0.153,1.18E-02,,0.374,0.135,0.117,0.135,9.13E-03
3.147,,0.229,0.118,-1.063,0.118,6.97E-03,,0.376,0.127,-0.133,0.127,8.09E-03
3.164,,0.23,9.45E-02,0.798,9.45E-02,4.47E-03,,0.378,0.135,0.266,0.135,9.09E-03
3.181,,0.232,0.157,1.329,0.157,1.24E-02,,0.381,0.135,0.334,0.135,9.12E-03
3.199,,0.235,0.149,-0.533,0.149,1.12E-02,,0.383,0.145,-0.231,0.145,1.05E-02
3.216,,0.237,0.122,-0.39,0.122,7.44E-03,,0.386,0.133,-3.19E-02,0.133,8.85E-03
3.233,,0.239,0.144,0.419,0.144,1.03E-02,,0.387,0.133,-0.435,0.133,8.89E-03
3.25,,0.242,0.139,-0.501,0.139,9.72E-03,,0.39,0.131,-6.70E-02,0.131,8.57E-03
3.267,,0.244,0.122,-0.65,0.122,7.43E-03,,0.392,0.119,-0.466,0.12,7.15E-03
3.285,,0.246,0.119,-0.309,0.119,7.06E-03,,0.394,0.123,0.538,0.125,7.75E-03
3.302,,0.248,0.113,-0.523,0.117,6.81E-03,,0.396,0.131,0.667,0.133,8.81E-03
3.319,,0.25,0.1,0.209,0.106,5.59E-03,,0.399,0.151,0.868,0.151,1.14E-02
3.336,,0.251,0.116,1.104,0.116,6.69E-03,,0.401,0.159,-0.204,0.159,1.26E-02
3.353,,0.253,0.144,0.422,0.144,1.04E-02,,0.404,0.147,-0.737,0.147,1.08E-02
3.371,,0.256,0.131,0.527,0.131,8.64E-03,,0.406,0.129,-0.769,0.129,8.31E-03
3.388,,0.258,0.15,-0.317,0.15,1.13E-02,,0.408,0.123,-0.534,0.123,7.60E-03
3.405,,0.261,0.141,-0.368,0.141,9.95E-03,,0.41,0.111,-0.738,0.111,6.18E-03
3.422,,0.263,0.116,-0.898,0.116,6.75E-03,,0.412,9.72E-02,-0.169,9.72E-02,4.72E-03
3.439,,0.265,0.125,0.209,0.125,7.85E-03,,0.414,0.103,0.604,0.103,5.32E-03
3.457,,0.267,0.116,0.686,0.116,6.68E-03,,0.415,0.121,0.616,0.121,7.32E-03
3.474,,0.269,0.147,0.264,0.147,1.08E-02,,0.418,0.124,-0.187,0.124,7.73E-03
3.491,,0.272,0.137,-0.529,0.137,9.44E-03,,0.42,0.114,-0.187,0.114,6.51E-03
3.508,,0.274,0.112,-0.529,0.113,6.36E-03,,0.422,0.115,0.502,0.115,6.61E-03
3.525,,0.276,0.128,-5.11E-02,0.128,8.20E-03,,0.424,0.133,0.593,0.133,8.87E-03
3.543,,0.278,0.112,-0.738,0.112,6.32E-03,,0.426,0.137,1.879,0.137,9.44E-03
3.56,,0.279,9.68E-02,5.28E-02,9.68E-02,4.68E-03,,0.428,0.186,0.474,0.186,1.73E-02
3.577,,0.281,0.116,0.792,0.116,6.67E-03,,0.432,0.179,-1.691,0.179,1.59E-02
3.594,,0.283,0.128,0.581,0.128,8.20E-03,,0.434,0.105,-2.205,0.105,5.53E-03
3.611,,0.285,0.131,-0.739,0.131,8.62E-03,,0.436,0.107,0.394,0.108,5.80E-03
3.629,,0.288,0.109,-0.687,0.109,5.98E-03,,0.438,0.124,0.356,0.124,7.68E-03
3.646,,0.289,9.68E-02,-0.897,9.68E-02,4.68E-03,,0.44,0.119,0.12,0.119,7.10E-03
3.663,,0.291,9.06E-02,1.428,9.06E-02,4.10E-03,,0.442,0.124,-3.85E-02,0.124,7.68E-03
3.68,,0.292,0.128,1.004,0.129,8.37E-03,,0.444,0.124,0.595,0.124,7.69E-03
3.697,,0.295,0.15,-0.212,0.151,1.14E-02,,0.446,0.136,0.238,0.137,9.36E-03
3.715,,0.297,0.103,-1.638,0.103,5.33E-03,,0.449,0.143,-0.831,0.144,1.04E-02
3.732,,0.299,9.68E-02,0.581,9.70E-02,4.70E-03,,0.451,0.103,-0.633,0.103,5.30E-03
3.749,,0.301,0.122,0.264,0.122,7.44E-03,,0.452,0.112,-0.158,0.113,6.36E-03
3.766,,0.303,0.116,-0.687,0.116,6.72E-03,,0.455,0.115,0.118,0.115,6.63E-03
3.783,,0.305,8.74E-02,0.21,8.74E-02,3.82E-03,,0.456,0.1,-0.752,0.101,5.06E-03
3.801,,0.306,0.122,1.213,0.122,7.41E-03,,0.458,0.101,0.294,0.101,5.07E-03
3.818,,0.309,0.141,-0.369,0.141,9.88E-03,,0.46,0.101,-9.87E-02,0.102,5.17E-03
3.835,,0.311,0.103,-0.897,0.103,5.31E-03,,0.462,0.106,0.472,0.106,5.67E-03
3.852,,0.312,0.103,-4.99E-02,0.103,5.31E-03,,0.463,0.109,0.521,0.109,5.95E-03
3.869,,0.314,0.112,9.67E-04,0.113,6.44E-03,,0.465,0.129,0.503,0.129,8.31E-03
3.886,,0.316,9.69E-02,0.474,9.76E-02,4.77E-03,,0.468,0.126,-0.376,0.126,8.00E-03
3.904,,0.318,0.125,0.313,0.125,7.82E-03,,0.47,0.114,-0.586,0.114,6.52E-03
3.921,,0.32,0.122,-0.264,0.122,7.41E-03,,0.471,0.107,-0.991,0.107,5.69E-03
3.938,,0.322,9.99E-02,-0.212,1.00E-01,5.00E-03,,0.473,8.35E-02,-0.139,8.38E-02,3.51E-03
3.955,,0.324,0.122,0.16,0.122,7.41E-03,,0.474,9.22E-02,-7.73E-02,9.25E-02,4.27E-03
3.972,,0.326,0.109,-0.369,0.109,5.98E-03,,0.476,9.58E-02,0.242,9.61E-02,4.61E-03
3.99,,0.327,1.00E-01,0.743,0.1,5.01E-03,,0.477,8.65E-02,1.187,8.67E-02,3.76E-03
4.007,,0.329,9.99E-02,1.213,9.99E-02,4.99E-03,,0.479,0.106,1.363,0.106,5.61E-03
4.024,,0.332,0.117,6.53E-02,0.117,6.82E-03,,0.483,0.118,-0.153,0.118,7.02E-03
4.041,,0.335,0.147,-0.911,0.148,1.10E-02,,0.485,0.133,-1.541,0.134,8.97E-03
4.058,,0.337,0.125,-1.79,0.125,7.80E-03,,0.487,0.103,-0.785,0.103,5.30E-03
4.076,,0.339,9.06E-02,-1,9.08E-02,4.12E-03,,0.489,9.82E-02,-0.393,9.86E-02,4.86E-03
4.093,,0.34,8.12E-02,-0.105,8.12E-02,3.30E-03,,0.491,0.101,0.512,0.101,5.07E-03
4.11,,0.342,9.69E-02,0.897,9.72E-02,4.73E-03,,0.492,0.105,3.80E-02,0.105,5.53E-03
4.127,,0.344,0.106,-1.29E-03,0.106,5.65E-03,,0.494,0.112,0.159,0.112,6.29E-03
4.144,,0.346,0.103,0.367,0.103,5.31E-03,,0.496,0.103,-0.552,0.103,5.29E-03
4.162,,0.347,0.109,-5.40E-02,0.109,5.99E-03,,0.498,9.82E-02,-0.236,9.84E-02,4.84E-03
4.179,,0.349,0.112,3.22E-04,0.113,6.36E-03,,0.499,9.12E-02,3.97E-02,9.14E-02,4.18E-03
4.196,,0.351,9.99E-02,-0.315,1.00E-01,5.00E-03,,0.501,0.101,0.908,0.101,5.08E-03
4.213,,0.353,0.106,-0.844,0.106,5.64E-03,,0.503,0.122,-0.524,0.122,7.43E-03
4.23,,0.354,7.49E-02,-1.9,7.50E-02,2.81E-03,,0.505,9.20E-02,-2.553,9.20E-02,4.24E-03
4.248,,0.355,3.43E-02,-1.918,3.45E-02,5.95E-04,,0.506,2.42E-02,-2.951,2.44E-02,2.98E-04
4.265,,0.356,1.35E-02,-0.932,1.35E-02,9.12E-05,,0.506,-7.42E-03,-1.195,7.42E-03,2.75E-05
4.282,,0.356,9.94E-04,-2.327,1.31E-03,8.55E-07,,0.505,-1.48E-02,-0.125,1.48E-02,1.10E-04
4.299,,0.356,-5.59E-02,-2.366,6.50E-02,2.11E-03,,0.505,-1.11E-02,-0.25,1.11E-02,6.19E-05
4.316,,0.354,-9.70E-02,0.124,0.125,7.76E-03,,0.505,-2.04E-02,-0.344,2.05E-02,2.10E-04
4.334,,0.352,-4.48E-02,2.395,6.35E-02,2.02E-03,,0.504,-2.78E-02,-9.40E-02,2.81E-02,3.94E-04
4.351,,0.352,-7.42E-03,1.138,7.42E-03,2.75E-05,,0.504,-2.04E-02,0.344,2.05E-02,2.10E-04
4.368,,0.352,-1.11E-02,-0.251,1.11E-02,6.19E-05,,0.504,-1.67E-02,0.219,1.67E-02,1.39E-04
4.385,,0.352,-1.67E-02,-9.42E-02,1.68E-02,1.41E-04,,0.504,-1.30E-02,-9.36E-02,1.30E-02,8.43E-05
4.402,,0.352,-1.49E-02,0.126,1.50E-02,1.12E-04,,0.503,-1.85E-02,-6.25E-02,1.86E-02,1.74E-04
4.42,,0.351,-1.11E-02,6.31E-02,1.11E-02,6.19E-05,,0.503,-1.85E-02,-1.91E-04,1.86E-02,1.74E-04
4.437,,0.351,-1.30E-02,3.13E-02,1.30E-02,8.43E-05,,0.503,-1.48E-02,-3.83E-04,1.48E-02,1.10E-04
4.454,,0.351,-1.11E-02,0,1.11E-02,6.19E-05,,0.502,-2.04E-02,-0.407,2.04E-02,2.08E-04
