t,Mass A,x,vx,ax,p,K,Mass B,x,vx,ax,p,K
3.703,,-0.265,-1.67E-02,0.181,1.68E-02,1.42E-04,,-0.113,-1.51E-02,0.127,1.57E-02,1.23E-04
3.72,,-0.265,-1.67E-02,-2.63E-02,1.68E-02,1.42E-04,,-0.113,-1.51E-02,-0.212,1.57E-02,1.23E-04
3.737,,-0.266,-1.68E-02,-0.13,1.68E-02,1.41E-04,,-0.113,-2.54E-02,-0.58,2.54E-02,3.22E-04
3.754,,-0.266,-2.13E-02,-5.04E-02,2.13E-02,2.28E-04,,-0.114,-3.34E-02,-1.69E-02,3.35E-02,5.61E-04
3.771,,-0.266,-1.98E-02,-2.52E-02,1.99E-02,1.97E-04,,-0.115,-2.87E-02,0.174,2.89E-02,4.17E-04
3.788,,-0.267,-1.98E-02,-0.129,1.99E-02,1.97E-04,,-0.115,-2.30E-02,7.83E-02,2.31E-02,2.66E-04
3.805,,-0.267,-2.59E-02,-0.181,2.59E-02,3.36E-04,,-0.115,-2.87E-02,5.84E-02,2.89E-02,4.17E-04
3.822,,-0.268,-2.59E-02,-0.179,2.59E-02,3.36E-04,,-0.116,-2.18E-02,-5.92E-02,2.20E-02,2.42E-04
3.839,,-0.268,-3.04E-02,-0.617,3.05E-02,4.66E-04,,-0.116,-2.65E-02,-2.12E-02,2.65E-02,3.51E-04
3.855,,-0.269,-4.72E-02,-0.335,4.73E-02,1.12E-03,,-0.117,-2.88E-02,0.214,2.88E-02,4.15E-04
3.872,,-0.27,-4.57E-02,0.408,4.57E-02,1.05E-03,,-0.117,-1.50E-02,-0.261,1.50E-02,1.12E-04
3.889,,-0.27,-2.91E-02,0.793,2.93E-02,4.30E-04,,-0.117,-3.48E-02,-0.829,3.64E-02,6.64E-04
3.906,,-0.271,-2.00E-02,-0.137,2.18E-02,2.38E-04,,-0.118,-5.12E-02,-0.121,5.52E-02,1.52E-03
3.923,,-0.271,-3.08E-02,-5.04E-02,3.41E-02,5.81E-04,,-0.119,-3.49E-02,1.242,3.86E-02,7.47E-04
3.94,,-0.272,-2.92E-02,0.339,3.09E-02,4.76E-04,,-0.119,-9.74E-03,-4.36E-02,2.59E-02,3.35E-04
3.957,,-0.272,-1.23E-02,0.624,1.30E-02,8.48E-05,,-0.119,-2.83E-02,-0.5,3.99E-02,7.97E-04
3.974,,-0.272,-1.08E-02,-7.56E-02,1.16E-02,6.74E-05,,-0.12,-4.17E-02,-0.337,4.34E-02,9.40E-04
3.991,,-0.272,-1.37E-02,-0.125,1.37E-02,9.41E-05,,-0.121,-2.78E-02,0.475,2.82E-02,3.99E-04
4.008,,-0.272,-1.68E-02,-0.18,1.68E-02,1.41E-04,,-0.121,-3.12E-02,0.217,3.13E-02,4.90E-04
4.025,,-0.273,-1.83E-02,5.15E-02,1.83E-02,1.67E-04,,-0.122,-1.96E-02,0.646,1.96E-02,1.93E-04
4.041,,-0.273,-1.68E-02,0.129,1.68E-02,1.41E-04,,-0.122,-8.04E-03,0.292,8.15E-03,3.32E-05
4.058,,-0.273,-1.22E-02,0.103,1.22E-02,7.43E-05,,-0.122,-9.19E-03,0.116,9.29E-03,4.31E-05
4.075,,-0.274,-1.37E-02,0.18,1.37E-02,9.41E-05,,-0.122,-6.91E-03,0.194,6.91E-03,2.39E-05
4.092,,-0.274,-7.62E-03,0.335,7.62E-03,2.90E-05,,-0.122,0,0.234,0,0
4.109,,-0.274,0,0.257,0,0,,-0.122,0,0,0,0
4.126,,-0.274,0,,0,0,,-0.122,0,,0,0
4.143,,-0.274,,,,,,-0.122,,,,
