t,Mass A,x,vx,ax,p,K,Mass B,x,vx,ax,p,K
0.592,,-0.311,0.425,-0.192,0.425,0.09049,,0.07557,0,0,0,0
0.609,,-0.305,0.462,2.453,0.463,0.107,,0.07557,0,0,0,0
0.626,,-0.295,0.558,1.601,0.558,0.156,,0.07557,0,0,0,0
0.643,,-0.286,0.497,-1.421,0.497,0.124,,0.07557,0,0,0,0
0.659,,-0.278,0.498,-1.428,0.498,0.124,,0.07557,0,0,0,0
0.676,,-0.269,0.473,0.198,0.473,0.112,,0.07557,0,0,0,0
0.693,,-0.262,0.473,-1.434,0.473,0.112,,0.07557,0,0,0,0
0.71,,-0.253,0.461,0.01931,0.461,0.106,,0.07557,0,0,0,0
0.727,,-0.247,0.437,0,0.437,0.09566,,0.07557,0,0,0,0
0.744,,-0.238,0.486,2.043,0.486,0.118,,0.07557,0,0,0,0
0.761,,-0.23,0.498,-0.621,0.498,0.124,,0.07557,0,0,0,0
0.778,,-0.222,0.473,-1.851,0.473,0.112,,0.07557,0,0,0,0
0.795,,-0.214,0.424,-0.627,0.425,0.09014,,0.07557,0,0,0,0
0.812,,-0.207,0.449,1.024,0.449,0.101,,0.07557,0,0,0,0
0.829,,-0.199,0.473,1.46,0.473,0.112,,0.07557,0,0,0,0
0.845,,-0.191,0.486,-1.203,0.486,0.118,,0.07557,0,0,0,0
0.862,,-0.183,0.45,-0.211,0.45,0.101,,0.07557,0,0,0,0
0.879,,-0.176,0.449,0.173,0.449,0.101,,0.07557,0,0,0,0
0.896,,-0.167,0.485,0.384,0.485,0.118,,0.07557,0,0,0,0
0.913,,-0.16,0.448,-1.428,0.449,0.101,,0.07557,0,0,0,0
0.93,,-0.152,0.437,-0.397,0.437,0.09536,,0.07557,0,0,0,0
0.947,,-0.145,0.437,1.248,0.437,0.09544,,0.07557,0,0,0,0
0.964,,-0.137,0.473,0.198,0.473,0.112,,0.07557,0,0,0,0
0.981,,-0.129,0.461,-0.839,0.461,0.106,,0.07557,0,0,0,0
0.998,,-0.122,0.424,0.173,0.425,0.09021,,0.07557,0,0,0,0
1.015,,-0.114,0.472,1.037,0.474,0.112,,0.07557,0,0,0,0
1.031,,-0.106,0.473,-0.986,0.473,0.112,,0.07557,0,0,0,0
1.048,,-0.09847,0.425,0.218,0.425,0.09049,,0.07557,0,0,0,0
1.065,,-0.09148,0.473,1.838,0.473,0.112,,0.07557,0,0,0,0
1.082,,-0.08246,0.51,-4.489,0.51,0.13,,0.07557,0,0.82,0,0
1.099,,-0.07425,0.329,-6.741,0.33,0.05431,,0.07557,0.02425,2.868,0.02426,0.0002943
1.116,,-0.07135,0.232,-3.502,0.233,0.02723,,0.07639,0.097,3.688,0.09705,0.004709
1.133,,-0.06642,0.255,0.173,0.255,0.03252,,0.07885,0.158,4.302,0.158,0.01244
1.15,,-0.06273,0.218,-1.665,0.218,0.02384,,0.08172,0.23,1.831,0.23,0.02656
1.167,,-0.05904,0.206,-0.237,0.207,0.02134,,0.08664,0.242,0.8,0.243,0.02951
1.184,,-0.05577,0.205,-0.621,0.209,0.02193,,0.08991,0.23,-1.512,0.232,0.02686
1.201,,-0.0521,0.193,1.665,0.196,0.01914,,0.09441,0.216,-1.217,0.216,0.02342
1.217,,-0.04923,0.243,1.255,0.243,0.02945,,0.0972,0.168,-1.617,0.168,0.01419
1.234,,-0.0439,0.267,-0.41,0.267,0.03561,,0.1,0.169,0.29,0.169,0.01435
1.251,,-0.04021,0.206,-1.857,0.206,0.02127,,0.103,0.176,0.508,0.176,0.01547
1.268,,-0.03693,0.206,0.608,0.207,0.02134,,0.106,0.189,1.32,0.189,0.01782
1.285,,-0.03325,0.23,0.198,0.231,0.02664,,0.109,0.217,1.348,0.217,0.02357
1.302,,-0.02915,0.218,-1.632,0.219,0.02391,,0.113,0.241,0.368,0.241,0.02904
1.319,,-0.02588,0.169,-1.223,0.17,0.0145,,0.117,0.228,-0.433,0.228,0.02595
1.336,,-0.02342,0.17,0.397,0.17,0.01442,,0.121,0.222,-0.252,0.222,0.02468
1.353,,-0.02014,0.193,1.639,0.196,0.01914,,0.125,0.224,-0.385,0.224,0.02504
1.37,,-0.01689,0.218,0.01932,0.219,0.02393,,0.129,0.208,-0.112,0.208,0.02166
1.387,,-0.01277,0.207,0.634,0.207,0.02134,,0.132,0.215,-0.07474,0.215,0.02303
1.403,,-0.009901,0.218,0.807,0.218,0.02384,,0.136,0.215,-0.716,0.215,0.02302
1.42,,-0.00539,0.255,-0.205,0.255,0.03245,,0.139,0.184,-0.437,0.184,0.01702
1.437,,-0.001289,0.206,-0.589,0.206,0.02127,,0.142,0.196,0.479,0.196,0.01916
1.454,,0.001582,0.219,0.02575,0.22,0.02414,,0.146,0.21,0.637,0.21,0.02211
1.471,,0.006119,0.232,0.173,0.233,0.02723,,0.149,0.21,-0.0804,0.21,0.02209
1.488,,0.009412,0.206,-1.467,0.207,0.02134,,0.153,0.212,0.476,0.212,0.02255
1.505,,0.01308,0.194,0.403,0.195,0.01892,,0.156,0.221,0.488,0.221,0.02444
1.522,,0.01596,0.206,0.628,0.206,0.02128,,0.16,0.234,0.324,0.234,0.02749
1.539,,0.02005,0.23,0.595,0.231,0.02664,,0.164,0.23,-0.19,0.23,0.02634
1.556,,0.02374,0.218,-0.813,0.219,0.02391,,0.168,0.227,-0.363,0.227,0.02584
1.573,,0.02742,0.206,0.224,0.207,0.02134,,0.172,0.219,-0.426,0.219,0.02396
1.589,,0.0307,0.219,0.839,0.219,0.02391,,0.176,0.21,-0.729,0.21,0.02212
1.606,,0.03481,0.243,-0.416,0.243,0.02951,,0.179,0.197,-0.0804,0.197,0.01949
1.623,,0.03891,0.206,-1.025,0.206,0.02127,,0.182,0.201,1.133,0.202,0.02032
1.64,,0.04178,0.194,-0.391,0.195,0.01892,,0.186,0.24,0.517,0.261,0.03396
1.657,,0.04549,0.207,1.025,0.208,0.02157,,0.19,0.227,-1.385,0.248,0.03085
1.674,,0.04878,0.219,-0.839,0.219,0.02391,,0.194,0.182,-0.93,0.182,0.01656
1.691,,0.05288,0.194,-0.41,0.194,0.01884,,0.197,0.194,0.813,0.194,0.01891
1.708,,0.05534,0.182,0.211,0.182,0.01663,,0.2,0.218,0.403,0.219,0.02391
1.725,,0.05905,0.219,0.813,0.219,0.02391,,0.204,0.206,0.211,0.207,0.02134
1.742,,0.06274,0.206,0.192,0.206,0.02127,,0.207,0.218,0.006438,0.219,0.02391
1.759,,0.06602,0.218,0.384,0.218,0.02384,,0.211,0.218,-0.807,0.218,0.02384
1.775,,0.07012,0.23,0.205,0.232,0.02686,,0.215,0.182,-0.615,0.182,0.01656
1.792,,0.07378,0.218,-0.8,0.219,0.02393,,0.217,0.194,1.242,0.194,0.01885
1.809,,0.07749,0.207,0.224,0.207,0.02135,,0.221,0.231,0.211,0.231,0.02665
1.826,,0.08077,0.218,-0.01288,0.218,0.02384,,0.225,0.207,-0.608,0.207,0.02134
1.843,,0.08487,0.218,0.41,0.218,0.02384,,0.228,0.194,0.403,0.194,0.01891
1.86,,0.08815,0.218,-0.41,0.218,0.02384,,0.232,0.231,0.621,0.231,0.02664
1.877,,0.09225,0.218,-0.41,0.218,0.02384,,0.236,0.219,-0.826,0.219,0.02391
1.894,,0.09553,0.194,-1.639,0.194,0.01884,,0.239,0.194,-0.416,0.194,0.01891
1.911,,0.09881,0.17,-0.397,0.17,0.01442,,0.242,0.206,-1.037,0.206,0.02127
1.928,,0.101,0.17,0.839,0.17,0.0145,,0.246,0.17,-1.23,0.17,0.01442
1.945,,0.105,0.207,0.602,0.208,0.02157,,0.248,0.146,0.01288,0.146,0.0106
1.961,,0.108,0.194,0.807,0.194,0.01885,,0.251,0.182,1.441,0.182,0.01664
1.978,,0.111,0.218,0.41,0.218,0.02384,,0.254,0.194,0.813,0.194,0.01891
1.995,,0.116,0.231,0.211,0.231,0.02664,,0.258,0.206,-0.627,0.206,0.02127
2.012,,0.119,0.206,-1.857,0.206,0.02127,,0.261,0.182,0.205,0.182,0.01656
2.029,,0.123,0.182,0.205,0.182,0.01656,,0.264,0.194,0.41,0.194,0.01884
2.046,,0.125,0.194,0.423,0.194,0.01884,,0.268,0.218,0.01288,0.218,0.02384
2.063,,0.129,0.219,0.429,0.219,0.02391,,0.271,0.182,-1.428,0.182,0.01663
2.08,,0.132,0.195,-0.41,0.196,0.01914,,0.274,0.17,-0.00644,0.17,0.01451
2.097,,0.136,0.207,-0.634,0.207,0.02135,,0.277,0.182,0.602,0.182,0.01657
2.114,,0.139,0.182,-0.641,0.182,0.01656,,0.28,0.194,0.82,0.194,0.01884
2.131,,0.142,0.169,0.416,0.17,0.0145,,0.283,0.206,0.218,0.206,0.02127
2.148,,0.145,0.206,0.627,0.206,0.02127,,0.287,0.207,-0.198,0.207,0.02134
2.164,,0.149,0.194,-0.813,0.194,0.01891,,0.29,0.194,-1.645,0.194,0.01891
2.181,,0.152,0.17,-6.521E-13,0.17,0.01442,,0.294,0.158,-0.627,0.158,0.01244
2.198,,0.155,0.194,-0.403,0.194,0.01891,,0.296,0.158,0.205,0.158,0.01244
2.215,,0.158,0.17,0.01931,0.17,0.0145,,0.299,0.182,1.447,0.182,0.01656
2.232,,0.16,0.171,0,0.172,0.01472,,0.302,0.194,0.416,0.194,0.01891
2.249,,0.164,0.195,2.062,0.196,0.01914,,0.306,0.207,-1.031,0.207,0.02135
2.266,,0.167,0.219,-0.82,0.22,0.02415,,0.309,0.158,-1.012,0.158,0.01244
2.283,,0.172,0.195,-0.826,0.197,0.0195,,0.311,0.158,0.653,0.16,0.01273
2.3,,0.174,0.158,-0.647,0.158,0.01251,,0.314,0.196,1.229,0.2,0.02001
2.317,,0.177,0.194,1.626,0.194,0.01884,,0.318,0.195,-0.448,0.196,0.01913
2.334,,0.18,0.206,-0.602,0.206,0.02127,,0.321,0.182,-0.218,0.182,0.01656
2.35,,0.184,0.182,-1.018,0.182,0.01663,,0.324,0.182,-0.198,0.182,0.01663
2.367,,0.186,0.158,-0.186,0.158,0.01251,,0.327,0.182,0.198,0.182,0.01663
2.384,,0.189,0.183,1.025,0.184,0.01685,,0.33,0.182,-0.218,0.182,0.01656
2.401,,0.192,0.195,0.807,0.196,0.01914,,0.333,0.182,-0.615,0.182,0.01657
2.418,,0.196,0.206,-0.641,0.206,0.02128,,0.336,0.158,0.179,0.158,0.01244
2.435,,0.199,0.182,-0.589,0.182,0.01656,,0.339,0.181,0.205,0.184,0.01685
2.452,,0.202,0.171,0,0.172,0.01472,,0.342,0.181,0.634,0.182,0.01663
2.469,,0.205,0.194,-0.429,0.194,0.01891,,0.345,0.182,-0.186,0.182,0.01663
2.486,,0.208,0.157,-1.031,0.158,0.01251,,0.348,0.194,0.41,0.194,0.01884
2.503,,0.211,0.146,0.442,0.146,0.01067,,0.351,0.182,-1.018,0.182,0.01663
2.52,,0.213,0.183,0.627,0.184,0.01685,,0.355,0.17,-0.826,0.17,0.0145
2.536,,0.217,0.171,0,0.172,0.01472,,0.357,0.146,0.833,0.146,0.0106
2.553,,0.219,0.171,-0.314,0.172,0.01473,,0.359,0.195,0.423,0.196,0.01914
2.57,,0.222,0.173,0.759,0.174,0.01512,,0.364,0.183,-1.447,0.184,0.01686
2.587,,0.225,0.182,0.512,0.182,0.01663,,0.366,0.121,-0.768,0.121,0.007358
2.604,,0.229,0.204,0.97,0.204,0.02081,,0.368,0.16,2.331,0.174,0.01508
2.621,,0.232,0.207,-0.922,0.207,0.02134,,0.371,0.21,1.005,0.233,0.02723
2.638,,0.236,0.182,-1.031,0.182,0.01663,,0.375,0.195,-0.07082,0.197,0.0195
2.655,,0.238,0.158,-0.198,0.158,0.01251,,0.378,0.195,-1.665,0.196,0.01913
2.672,,0.241,0.182,0.608,0.182,0.01663,,0.381,0.158,-1.857,0.16,0.01273
2.689,,0.244,0.182,-1.441,0.182,0.01664,,0.383,0.109,-0.641,0.109,0.005964
2.706,,0.247,0.133,1.435,0.133,0.00891,,0.385,0.146,0.82,0.146,0.0106
2.722,,0.249,0.207,2.261,0.207,0.02134,,0.388,0.146,0,0.146,0.0106
2.739,,0.254,0.255,-1.44,0.255,0.03252,,0.39,0.133,1.024,0.133,0.008904
2.756,,0.257,0.133,-3.892,0.133,0.008904,,0.392,0.182,1.844,0.182,0.01656
2.773,,0.259,0.11,0.634,0.11,0.006034,,0.396,0.206,-0.205,0.206,0.02127
2.79,,0.261,0.171,1.229,0.172,0.01472,,0.399,0.17,-1.216,0.17,0.01442
2.807,,0.264,0.158,0.198,0.158,0.01251,,0.402,0.158,-0.608,0.158,0.01251
2.824,,0.266,0.158,1.428,0.158,0.01251,,0.405,0.158,0.621,0.158,0.01251
2.841,,0.27,0.219,1.633,0.219,0.02393,,0.407,0.17,0.416,0.17,0.01451
2.858,,0.274,0.218,-1.242,0.218,0.02386,,0.411,0.183,-0.615,0.184,0.01686
2.875,,0.277,0.17,-2.459,0.17,0.01442,,0.413,0.146,-1.249,0.146,0.01067
2.892,,0.28,0.133,-0.615,0.133,0.008904,,0.415,0.133,1.037,0.133,0.008904
2.908,,0.282,0.146,1.229,0.146,0.0106,,0.418,0.183,1.037,0.184,0.01685
2.925,,0.285,0.182,-0.192,0.182,0.01656,,0.422,0.183,-0.138,0.184,0.01685
2.942,,0.288,0.146,-0.403,0.146,0.01067,,0.424,0.16,-0.36,0.161,0.01297
2.959,,0.289,0.146,-0.006438,0.146,0.01067,,0.427,0.179,0.719,0.181,0.01634
2.976,,0.293,0.17,0,0.17,0.01442,,0.43,0.184,-0.401,0.184,0.01688
2.993,,0.295,0.134,-0.198,0.134,0.008983,,0.433,0.167,-0.733,0.168,0.01407
3.01,,0.297,0.158,0.621,0.158,0.01252,,0.436,0.154,-0.578,0.155,0.01198
3.027,,0.301,0.17,0.403,0.17,0.0145,,0.438,0.151,-0.592,0.151,0.01148
3.044,,0.303,0.158,-0.621,0.158,0.01251,,0.441,0.134,0.009168,0.134,0.008977
3.061,,0.306,0.158,-0.218,0.158,0.01244,,0.443,0.146,0.397,0.146,0.0106
3.078,,0.308,0.146,0.01288,0.146,0.0106,,0.446,0.158,0.416,0.158,0.01244
3.094,,0.311,0.158,0.119,0.158,0.01251,,0.448,0.152,-0.113,0.152,0.01153
3.111,,0.314,0.155,0.248,0.156,0.01219,,0.451,0.157,-0.281,0.158,0.01242
3.128,,0.316,0.158,0.296,0.158,0.01245,,0.454,0.143,-0.348,0.143,0.01026
3.145,,0.319,0.173,0.04962,0.173,0.01496,,0.456,0.14,-0.185,0.141,0.009891
3.162,,0.322,0.158,0.104,0.158,0.01248,,0.458,0.143,-0.406,0.143,0.01026
3.179,,0.324,0.17,,0.17,0.01442,,0.461,0.124,0.124,0.124,0.007724
3.196,,0.328,,,,,,0.463,,,,
