t,Mass a,x,vx,ax,p,K,Mass b,x,vx,ax,p,K
5.038,,-0.352,-0.04189,-0.261,0.04192,0.0008785,,-0.209,-0.04677,0.631,0.04679,0.001095
5.054,,-0.353,-0.03969,0.0006578,0.03972,0.0007887,,-0.21,-0.03275,0.315,0.0328,0.0005379
5.071,,-0.354,-0.03965,0.001316,0.03965,0.0007862,,-0.21,-0.03042,-0.357,0.03047,0.0004642
5.088,,-0.355,-0.04186,0.113,0.04187,0.0008766,,-0.211,-0.04921,-0.831,0.04959,0.001229
5.105,,-0.355,-0.03522,0.07511,0.03533,0.0006241,,-0.212,-0.05855,0.279,0.05886,0.001732
5.122,,-0.356,-0.03741,-0.112,0.03752,0.0007037,,-0.213,-0.0421,0.634,0.04213,0.0008874
5.139,,-0.357,-0.04185,0.0359,0.04186,0.000876,,-0.213,-0.03042,-0.278,0.03047,0.0004642
5.156,,-0.357,-0.03524,0.372,0.03525,0.0006212,,-0.214,-0.05386,-0.198,0.0542,0.001469
5.173,,-0.358,-0.02863,-0.409,0.02864,0.0004101,,-0.215,-0.04448,0.278,0.04464,0.0009966
5.19,,-0.358,-0.04626,-0.856,0.04626,0.00107,,-0.216,-0.03275,0.0006978,0.0328,0.0005379
5.207,,-0.359,-0.06388,-0.262,0.06389,0.002041,,-0.216,-0.05148,-0.712,0.05162,0.001332
5.224,,-0.36,-0.05292,-0.151,0.05294,0.001401,,-0.217,-0.05618,-0.158,0.0563,0.001585
5.241,,-0.361,-0.06398,-0.635,0.06406,0.002052,,-0.218,-0.05618,0.317,0.0563,0.001585
5.258,,-0.362,-0.08162,0.185,0.08178,0.003344,,-0.219,-0.04677,0.396,0.04679,0.001095
5.275,,-0.364,-0.05739,1.342,0.05766,0.001662,,-0.22,-0.03976,0.277,0.03979,0.0007918
5.292,,-0.364,-0.03088,0.599,0.03092,0.0004781,,-0.221,-0.03976,-0.276,0.03979,0.0007918
5.309,,-0.365,-0.03745,0.03853,0.03745,0.0007013,,-0.221,-0.04673,-0.07755,0.04674,0.001092
5.326,,-0.366,-0.03524,-0.521,0.03525,0.0006212,,-0.222,-0.04673,-0.08034,0.04674,0.001092
5.343,,-0.366,-0.04626,-0.335,0.04626,0.00107,,-0.223,-0.04443,0.03878,0.04446,0.0009884
5.36,,-0.367,-0.05727,-0.299,0.05728,0.00164,,-0.224,-0.04911,0.197,0.04913,0.001207
5.377,,-0.368,-0.0485,0.519,0.04852,0.001177,,-0.224,-0.03742,0.475,0.03746,0.0007017
5.394,,-0.369,-0.04415,-0.449,0.04429,0.000981,,-0.225,-0.03043,0.195,0.03048,0.0004645
5.411,,-0.369,-0.05741,-0.373,0.05768,0.001663,,-0.225,-0.0328,-0.554,0.03306,0.0005464
5.428,,-0.371,-0.0662,-0.37,0.06642,0.002206,,-0.226,-0.04685,-0.476,0.04726,0.001117
5.445,,-0.372,-0.06171,0.518,0.06172,0.001905,,-0.227,-0.05386,-0.197,0.0542,0.001469
5.462,,-0.373,-0.05526,0.108,0.05617,0.001577,,-0.228,-0.04919,-0.198,0.04957,0.001229
5.479,,-0.374,-0.0509,0.335,0.05237,0.001371,,-0.229,-0.06087,-0.408,0.06116,0.00187
5.495,,-0.375,-0.05078,-0.03261,0.0511,0.001306,,-0.23,-0.06597,0.898,0.06699,0.002244
5.512,,-0.375,-0.04637,0.859,0.04673,0.001092,,-0.231,-0.03216,1.686,0.03304,0.0005458
5.529,,-0.376,-0.02864,1.038,0.02864,0.0004102,,-0.231,-0.001322,1.065,0.001322,8.736E-07
5.546,,-0.376,-0.003494,,0.003942,0.00000777,,-0.231,0,,0,0
5.563,,-0.376,,,,,,-0.231,,,,
